	Tomato Analyzer - Latitudinal Shape - Individual Data						
	Plot #	image files	Fruit	  Lobedness Degree	  Pericarp Area	  Pericarp Thickness	comment
unique#	Plot #	image files	Fruit	SP:0000103	SP:0000095	SP:0000372	
1058-8	1058	2009_ca_1058_fruit_c.jpg	8	1.9379	0.4335	0.248	
1058-9	1058	2009_ca_1058_fruit_c.jpg	9	2.2484	0.329	0.2542	
1058-10	1058	2009_ca_1058_fruit_c.jpg	10	1.1151	0.3975	0.2551	
1059-1	1059	2009_ca_1059_fruit_c.jpg	1	1.3047	0.4367	0.2549	
1059-2	1059	2009_ca_1059_fruit_c.jpg	2	2.8075	0.4344	0.2526	
1059-3	1059	2009_ca_1059_fruit_c.jpg	3	0.785	0.443	0.2545	
1059-4	1059	2009_ca_1059_fruit_c.jpg	4	2.1324	0.4416	0.254	
1059-5	1059	2009_ca_1059_fruit_c.jpg	5	2.2775	0.4265	0.253	
1060-1	1060	2009_ca_1060_fruit_c.jpg	1	1.3079	0.4421	0.2536	
1060-2	1060	2009_ca_1060_fruit_c.jpg	2	1.0101	0.4347	0.2526	
1060-3	1060	2009_ca_1060_fruit_c.jpg	3	1.3301	0.4447	0.2516	
1060-4	1060	2009_ca_1060_fruit_c.jpg	4	1.1325	0.4346	0.254	
1060-5	1060	2009_ca_1060_fruit_c.jpg	5	0.7681	0.4374	0.2535	
1061-1	1061	2009_ca_1061_fruit_c.jpg	1	1.2333	0.4483	0.2563	
1061-2	1061	2009_ca_1061_fruit_c.jpg	2	1.618	0.4497	0.2568	
1061-3	1061	2009_ca_1061_fruit_c.jpg	3	1.3304	0.4495	0.2564	
1061-4	1061	2009_ca_1061_fruit_c.jpg	4	0.7929	0.4507	0.2572	
1061-5	1061	2009_ca_1061_fruit_c.jpg	5	1.6419	0.4501	0.2598	
1062-1	1062	2009_ca_1062_fruit_c.jpg	1	1.8117	0.4484	0.2555	
1062-2	1062	2009_ca_1062_fruit_c.jpg	2	2.275	0.4454	0.2553	
1062-3	1062	2009_ca_1062_fruit_c.jpg	3	1.6252	0.4484	0.2569	
1062-4	1062	2009_ca_1062_fruit_c.jpg	4	1.9455	0.447	0.252	
1062-5	1062	2009_ca_1062_fruit_c.jpg	5	1.5789	0.4362	0.253	
1063-1	1063	2009_ca_1063_fruit_c.jpg	1	0.6017	0.438	0.2575	
1063-2	1063	2009_ca_1063_fruit_c.jpg	2	2.5951	0.4199	0.2482	
1063-3	1063	2009_ca_1063_fruit_c.jpg	3	1.4754	0.4455	0.2545	
1063-4	1063	2009_ca_1063_fruit_c.jpg	4	1.736	0.4455	0.2526	
