	Tomato Analyzer - Latitudinal Shape - Individual Data						
	Plot #	image files	Fruit	  Lobedness Degree	  Pericarp Area	  Pericarp Thickness	comment
unique#	Plot #	image files	Fruit	SP:0000103	SP:0000095|unit:square centimeter	SP:0000372|unit:centimeter	
5229-5	5229	2010_fl_5229_fruit-c.jpg	5	1.6164	0.3701	0.2018	
5229-6	5229	2010_fl_5229_fruit-c.jpg	6	1.0263	0.3396	0.1833	
5229-7	5229	2010_fl_5229_fruit-c.jpg	7	1.493	0.3579	0.1996	
5229-8	5229	2010_fl_5229_fruit-c.jpg	8	1.5766	0.2944	0.1574	
5230-1	5230	2010_fl_5230_fruit-c.jpg	1	1.1191	0.4007	0.2238	
5230-2	5230	2010_fl_5230_fruit-c.jpg	2	1.3716	0.3536	0.1911	
5230-3	5230	2010_fl_5230_fruit-c.jpg	3	1.1521	0.3868	0.2153	
5230-4	5230	2010_fl_5230_fruit-c.jpg	4	1.4521	0.3542	0.1917	
5230-5	5230	2010_fl_5230_fruit-c.jpg	5	1.1418	0.4169	0.2321	
5231-1	5231	2010_fl_5231_fruit-c.jpg	1	1.0102	0.3537	0.1939	
5231-2	5231	2010_fl_5231_fruit-c.jpg	2	0.7671	0.3553	0.1959	
5231-3	5231	2010_fl_5231_fruit-c.jpg	3	0.881	0.3801	0.2119	
5231-4	5231	2010_fl_5231_fruit-c.jpg	4	0.8745	0.3703	0.2055	
5231-5	5231	2010_fl_5231_fruit-c.jpg	5	1.9413	0.3545	0.1941	
5231-6	5231	2010_fl_5231_fruit-c.jpg	6	0.8161	0.3558	0.1965	
5231-7	5231	2010_fl_5231_fruit-c.jpg	7	1.5141	0.3698	0.2049	
5231-8	5231	2010_fl_5231_fruit-c.jpg	8	1.2598	0.3228	0.1707	
5232-1	5232	2010_fl_5232_fruit-c.jpg	1	1.9023	0.3391	0.1892	
5232-2	5232	2010_fl_5232_fruit-c.jpg	2	1.6692	0.4021	0.2252	
5232-3	5232	2010_fl_5232_fruit-c.jpg	3	1.3765	0.4024	0.2251	
5232-4	5232	2010_fl_5232_fruit-c.jpg	4	0.6811	0.4461	0.2564	
5232-5	5232	2010_fl_5232_fruit-c.jpg	5	1.1874	0.4152	0.2366	
5232-6	5232	2010_fl_5232_fruit-c.jpg	6	1.1209	0.4022	0.2242	
5232-7	5232	2010_fl_5232_fruit-c.jpg	7	1.6254	0.4167	0.2323	
5232-8	5232	2010_fl_5232_fruit-c.jpg	8	1.168	0.4061	0.2232	
5233-1	5233	2010_fl_5233_fruit-c.jpg	1	1.9049	0.4147	0.2337	
5233-2	5233	2010_fl_5233_fruit-c.jpg	2	1.6623	0.4452	0.2524	
5233-3	5233	2010_fl_5233_fruit-c.jpg	3	2.0414	0.4606	0.2603	
5233-4	5233	2010_fl_5233_fruit-c.jpg	4	3.9907	0.4012	0.2233	
5233-5	5233	2010_fl_5233_fruit-c.jpg	5	1.2127	0.416	0.2341	
5233-6	5233	2010_fl_5233_fruit-c.jpg	6	1.7548	0.4587	0.2639	
5234-1	5234	2010_fl_5234_fruit-c.jpg	1	1.8109	0.4162	0.2346	
5234-2	5234	2010_fl_5234_fruit-c.jpg	2	1.2929	0.4466	0.249	
5234-3	5234	2010_fl_5234_fruit-c.jpg	3	1.9469	0.4162	0.2369	
5234-4	5234	2010_fl_5234_fruit-c.jpg	4	1.2097	0.401	0.2222	
5234-5	5234	2010_fl_5234_fruit-c.jpg	5	1.8049	0.3871	0.2201	
5234-6	5234	2010_fl_5234_fruit-c.jpg	6	1.908	0.3858	0.2125	
5235-1	5235	2010_fl_5235_fruit-c.jpg	1	0.8869	0.321	0.1741	
5235-2	5235	2010_fl_5235_fruit-c.jpg	2	2.6387	0.3533	0.1933	
5235-3	5235	2010_fl_5235_fruit-c.jpg	3	2.6632	0.3539	0.1931	
5235-4	5235	2010_fl_5235_fruit-c.jpg	4	0.6352	0.4009	0.2236	
5235-5	5235	2010_fl_5235_fruit-c.jpg	5	1.0882	0.3679	0.2055	
5236-1	5236	2010_fl_5236_fruit-c.jpg	1	1.6889	0.4172	0.235	
5236-2	5236	2010_fl_5236_fruit-c.jpg	2	2.2376	0.4458	0.2525	
5236-3	5236	2010_fl_5236_fruit-c.jpg	3	1.1068	0.3874	0.2151	
5236-4	5236	2010_fl_5236_fruit-c.jpg	4	1.489	0.4464	0.2554	
5236-5	5236	2010_fl_5236_fruit-c.jpg	5	1.3707	0.3859	0.2138	
5236-6	5236	2010_fl_5236_fruit-c.jpg	6	1.4885	0.3697	0.2037	
5236-7	5236	2010_fl_5236_fruit-c.jpg	7	1.006	0.4181	0.2332	
5236-8	5236	2010_fl_5236_fruit-c.jpg	8	0.9725	0.477	0.2729	
5237-1	5237	2010_fl_5237_fruit-c.jpg	1	1.1175	0.3375	0.1852	
5237-2	5237	2010_fl_5237_fruit-c.jpg	2	1.8896	0.4454	0.2534	
5237-3	5237	2010_fl_5237_fruit-c.jpg	3	2.2857	0.3833	0.2296	
5237-4	5237	2010_fl_5237_fruit-c.jpg	4	1.426	0.3855	0.2138	
5237-5	5237	2010_fl_5237_fruit-c.jpg	5	1.4228	0.4011	0.2239	
5237-6	5237	2010_fl_5237_fruit-c.jpg	6	0.7641	0.4164	0.2329	
5238-1	5238	2010_fl_5238_fruit-c.jpg	1	1.6005	0.3682	0.2011	
5238-2	5238	2010_fl_5238_fruit-c.jpg	2	1.3645	0.3221	0.1728	
5238-3	5238	2010_fl_5238_fruit-c.jpg	3	2.5478	0.3851	0.2106	
5238-4	5238	2010_fl_5238_fruit-c.jpg	4	2.1714	0.3205	0.169	
5238-5	5238	2010_fl_5238_fruit-c.jpg	5	1.8703	0.3677	0.205	
5238-6	5238	2010_fl_5238_fruit-c.jpg	6	1.6131	0.338	0.1839	
5239-1	5239	2010_fl_5239_fruit-c.jpg	1	1.9255	0.3972	0.2213	
5239-2	5239	2010_fl_5239_fruit-c.jpg	2	1.4954	0.3652	0.2004	
5239-3	5239	2010_fl_5239_fruit-c.jpg	3	1.1942	0.3652	0.2019	
5239-4	5239	2010_fl_5239_fruit-c.jpg	4	1.956	0.3813	0.2105	
5239-5	5239	2010_fl_5239_fruit-c.jpg	5	0.9337	0.3336	0.1816	
5239-6	5239	2010_fl_5239_fruit-c.jpg	6	2.1918	0.3504	0.1912	
5239-7	5239	2010_fl_5239_fruit-c.jpg	7	1.1617	0.4426	0.2516	
5239-8	5239	2010_fl_5239_fruit-c.jpg	8	1.0616	0.4428	0.2522	
5239-9	5239	2010_fl_5239_fruit-c.jpg	9	1.7728	0.4431	0.2524	
5239-10	5239	2010_fl_5239_fruit-c.jpg	10	0.8655	0.3829	0.2105	
5240-1	5240	2010_fl_5240_fruit-c.jpg	1	2.5261	0.3207	0.1703	
5240-2	5240	2010_fl_5240_fruit-c.jpg	2	1.0328	0.3853	0.2155	
5240-3	5240	2010_fl_5240_fruit-c.jpg	3	2.997	0.3209	0.1734	
5240-4	5240	2010_fl_5240_fruit-c.jpg	4	1.3288	0.3494	0.1847	
5241-1	5241	2010_fl_5241_fruit-c.jpg	1	1.6659	0.3681	0.2015	
5241-2	5241	2010_fl_5241_fruit-c.jpg	2	0.9932	0.3681	0.2034	
5241-3	5241	2010_fl_5241_fruit-c.jpg	3	1.1283	0.4455	0.2554	
5241-4	5241	2010_fl_5241_fruit-c.jpg	4	2.0021	0.4453	0.2517	
5241-5	5241	2010_fl_5241_fruit-c.jpg	5	1.9892	0.3686	0.2037	
5241-6	5241	2010_fl_5241_fruit-c.jpg	6	1.4821	0.3542	0.1916	
5242-1	5242	2010_fl_5242_fruit-c.jpg	1	0.8186	0.3371	0.1838	
5242-2	5242	2010_fl_5242_fruit-c.jpg	2	1.9453	0.4016	0.223	
5242-3	5242	2010_fl_5242_fruit-c.jpg	3	2.1361	0.3521	0.1826	
5242-4	5242	2010_fl_5242_fruit-c.jpg	4	0.7976	0.3461	0.1714	
5242-5	5242	2010_fl_5242_fruit-c.jpg	5	2.1407	0.3679	0.2014	
5242-6	5242	2010_fl_5242_fruit-c.jpg	6	0.8256	0.3681	0.2042	
5243-1	5243	2010_fl_5243_fruit-c.jpg	1	1.4089	0.3035	0.1641	
5243-2	5243	2010_fl_5243_fruit-c.jpg	2	1.724	0.3683	0.2038	
5243-3	5243	2010_fl_5243_fruit-c.jpg	3	2.505	0.3375	0.1843	
5243-4	5243	2010_fl_5243_fruit-c.jpg	4	0.7183	0.3171	0.1836	
5243-5	5243	2010_fl_5243_fruit-c.jpg	5	1.0872	0.4011	0.2231	
5243-6	5243	2010_fl_5243_fruit-c.jpg	6	1.4608	0.4011	0.2246	
5244-1	5244	2010_fl_5244_fruit-c.jpg	1	2.0735	0.3877	0.2056	
5244-2	5244	2010_fl_5244_fruit-c.jpg	2	1.3091	0.4017	0.2248	
