	Tomato Analyzer - Latitudinal Shape - Individual Data						
117-5	117	2009_ca_117_fruit_c.jpg	5	2.6947	0.4299	0.2529	
117-6	117	2009_ca_117_fruit_c.jpg	6	0.7453	0.4261	0.2519	
117-7	117	2009_ca_117_fruit_c.jpg	7	1.9074	0.4238	0.2541	
118-1	118	2009_ca_118_fruit_c.jpg	1	0.8241	0.4441	0.2514	
118-2	118	2009_ca_118_fruit_c.jpg	2	0.8294	0.4439	0.2513	
118-3	118	2009_ca_118_fruit_c.jpg	3	1.6967	0.4443	0.2507	
118-4	118	2009_ca_118_fruit_c.jpg	4	0.5933	0.4445	0.2536	
118-5	118	2009_ca_118_fruit_c.jpg	5	1.6147	0.4443	0.2549	
118-6	118	2009_ca_118_fruit_c.jpg	6	1.8958	0.4435	0.2525	
118-7	118	2009_ca_118_fruit_c.jpg	7	1.2709	0.4446	0.2559	
118-8	118	2009_ca_118_fruit_c.jpg	8	1.0312	0.4439	0.2547	
118-9	118	2009_ca_118_fruit_c.jpg	9	9.9585	0.4116	0.2071	
119-1	119	2009_ca_119_fruit_c.jpg	1	0.9135	0.4426	0.2514	
119-2	119	2009_ca_119_fruit_c.jpg	2	2.9547	0.4437	0.2507	
119-3	119	2009_ca_119_fruit_c.jpg	3	1.2196	0.4301	0.2549	
119-4	119	2009_ca_119_fruit_c.jpg	4	1.8275	0.4287	0.25	
119-5	119	2009_ca_119_fruit_c.jpg	5	1.9532	0.4402	0.2536	
119-6	119	2009_ca_119_fruit_c.jpg	6	0.9525	0.4397	0.2538	
119-7	119	2009_ca_119_fruit_c.jpg	7	1.9445	0.4446	0.2515	
120-1	120	2009_ca_120_fruit_c.jpg	1	0.9842	0.4425	0.2519	
120-2	120	2009_ca_120_fruit_c.jpg	2	1.1845	0.4423	0.2521	
120-3	120	2009_ca_120_fruit_c.jpg	3	0.7606	0.4409	0.2513	
120-4	120	2009_ca_120_fruit_c.jpg	4	0.4777	0.4427	0.2536	
120-5	120	2009_ca_120_fruit_c.jpg	5	1.0583	0.4421	0.2519	
120-6	120	2009_ca_120_fruit_c.jpg	6	1.5004	0.4396	0.2506	
120-7	120	2009_ca_120_fruit_c.jpg	7	0.7434	0.444	0.2535	
120-8	120	2009_ca_120_fruit_c.jpg	8	0.3617	0.443	0.2532	
121-1	121	2009_ca_121_fruit_c.jpg	1	1.2137	0.4195	0.2543	
121-2	121	2009_ca_121_fruit_c.jpg	2	0.5285	0.4398	0.2534	
121-3	121	2009_ca_121_fruit_c.jpg	3	0.8367	0.4016	0.2558	
121-4	121	2009_ca_121_fruit_c.jpg	4	0.8471	0.4325	0.2545	
121-5	121	2009_ca_121_fruit_c.jpg	5	0.9006	0.4262	0.2523	
121-6	121	2009_ca_121_fruit_c.jpg	6	0.6623	0.4223	0.2523	
121-7	121	2009_ca_121_fruit_c.jpg	7	0.8272	0.427	0.2529	
121-8	121	2009_ca_121_fruit_c.jpg	8	1.3689	0.4386	0.2547	
122-1	122	2009_ca_122_fruit_c.jpg	1	0.7505	0.4424	0.2529	
122-2	122	2009_ca_122_fruit_c.jpg	2	0.8365	0.4375	0.2521	
122-3	122	2009_ca_122_fruit_c.jpg	3	0.7616	0.4383	0.2531	
122-4	122	2009_ca_122_fruit_c.jpg	4	0.6908	0.4362	0.2531	
122-5	122	2009_ca_122_fruit_c.jpg	5	1.5993	0.4308	0.2507	
122-6	122	2009_ca_122_fruit_c.jpg	6	0.4275	0.4246	0.2535	
122-7	122	2009_ca_122_fruit_c.jpg	7	0.3705	0.4354	0.2514	
122-8	122	2009_ca_122_fruit_c.jpg	8	1.3052	0.4346	0.252	
123-.	123	2009_ca_123_fruit_c.jpg	.	.	.	.	
124-1	124	2009_ca_124_fruit_c.jpg	1	0.748	0.4301	0.2541	
124-2	124	2009_ca_124_fruit_c.jpg	2	0.6742	0.4427	0.2537	
124-3	124	2009_ca_124_fruit_c.jpg	3	1.3683	0.4204	0.2513	
124-4	124	2009_ca_124_fruit_c.jpg	4	0.6607	0.4159	0.2549	
124-5	124	2009_ca_124_fruit_c.jpg	5	0.6133	0.4187	0.2513	
124-6	124	2009_ca_124_fruit_c.jpg	6	1.2683	0.4247	0.2529	
124-7	124	2009_ca_124_fruit_c.jpg	7	0.8498	0.4269	0.2521	
125-1	125	2009_ca_125_fruit_c.jpg	1	0.4562	0.4436	0.2534	
125-2	125	2009_ca_125_fruit_c.jpg	2	0.9025	0.4248	0.2531	
125-3	125	2009_ca_125_fruit_c.jpg	3	0.6945	0.4185	0.2542	
125-4	125	2009_ca_125_fruit_c.jpg	4	1.4403	0.4389	0.2536	
125-5	125	2009_ca_125_fruit_c.jpg	5	1.2514	0.4347	0.2522	
125-6	125	2009_ca_125_fruit_c.jpg	6	2.2183	0.4403	0.253	
125-7	125	2009_ca_125_fruit_c.jpg	7	0.9515	0.4024	0.2541	
125-8	125	2009_ca_125_fruit_c.jpg	8	0.7206	0.4295	0.2552	
126-1	126	2009_ca_126_fruit_c.jpg	1	1.4376	0.4438	0.2543	
126-2	126	2009_ca_126_fruit_c.jpg	2	0.3714	0.4411	0.2528	
126-3	126	2009_ca_126_fruit_c.jpg	3	0.8876	0.4334	0.252	
126-4	126	2009_ca_126_fruit_c.jpg	4	1.5472	0.4245	0.2514	
126-5	126	2009_ca_126_fruit_c.jpg	5	0.4494	0.4267	0.2519	
126-6	126	2009_ca_126_fruit_c.jpg	6	0.9567	0.4342	0.2529	
126-7	126	2009_ca_126_fruit_c.jpg	7	0.8002	0.4287	0.2521	
127-1	127	2009_ca_127_fruit_c.jpg	1	0.9291	0.4338	0.2527	
127-2	127	2009_ca_127_fruit_c.jpg	2	0.8225	0.4396	0.2531	
127-3	127	2009_ca_127_fruit_c.jpg	3	1.9772	0.4289	0.2521	
127-4	127	2009_ca_127_fruit_c.jpg	4	2.15	0.4211	0.2507	
127-5	127	2009_ca_127_fruit_c.jpg	5	0.9295	0.4305	0.253	
127-6	127	2009_ca_127_fruit_c.jpg	6	0.8	0.405	0.2527	
127-7	127	2009_ca_127_fruit_c.jpg	7	2.5606	0.4278	0.2493	
127-8	127	2009_ca_127_fruit_c.jpg	8	0.9054	0.4314	0.2543	
128-1	128	2009_ca_128_fruit_c.jpg	1	0.8714	0.4432	0.2526	
128-2	128	2009_ca_128_fruit_c.jpg	2	1.2205	0.4407	0.2526	
128-3	128	2009_ca_128_fruit_c.jpg	3	0.6334	0.4342	0.2519	
128-4	128	2009_ca_128_fruit_c.jpg	4	0.7918	0.4404	0.2507	
128-5	128	2009_ca_128_fruit_c.jpg	5	1.089	0.441	0.2526	
128-6	128	2009_ca_128_fruit_c.jpg	6	1.0051	0.4358	0.2534	
128-7	128	2009_ca_128_fruit_c.jpg	7	1.1781	0.4418	0.254	
129-1	129	2009_ca_129_fruit_c.jpg	1	0.5506	0.4352	0.2515	
129-2	129	2009_ca_129_fruit_c.jpg	2	1.179	0.4436	0.2532	
129-3	129	2009_ca_129_fruit_c.jpg	3	1.0503	0.4398	0.2536	
129-4	129	2009_ca_129_fruit_c.jpg	4	1.575	0.4401	0.2526	
129-5	129	2009_ca_129_fruit_c.jpg	5	2.4047	0.4268	0.2525	
129-6	129	2009_ca_129_fruit_c.jpg	6	1.2894	0.4374	0.254	
129-7	129	2009_ca_129_fruit_c.jpg	7	2.456	0.4398	0.253	
130-1	130	2009_ca_130_fruit_c.jpg	1	0.8537	0.4393	0.2521	
130-2	130	2009_ca_130_fruit_c.jpg	2	0.488	0.4347	0.2533	
130-3	130	2009_ca_130_fruit_c.jpg	3	1.07	0.4349	0.25	
130-4	130	2009_ca_130_fruit_c.jpg	4	0.6746	0.444	0.2539	
130-5	130	2009_ca_130_fruit_c.jpg	5	2.6128	0.4376	0.2508	
130-6	130	2009_ca_130_fruit_c.jpg	6	0.7154	0.4302	0.2537	
130-7	130	2009_ca_130_fruit_c.jpg	7	0.3853	0.4322	0.2558	
130-8	130	2009_ca_130_fruit_c.jpg	8	0.6413	0.433	0.2553	
131-1	131	2009_ca_131_fruit_c.jpg	1	0.7981	0.4418	0.2553	
131-2	131	2009_ca_131_fruit_c.jpg	2	1.0515	0.4431	0.2523	
131-3	131	2009_ca_131_fruit_c.jpg	3	1.0118	0.443	0.2537	
131-4	131	2009_ca_131_fruit_c.jpg	4	0.6823	0.445	0.2562	
131-5	131	2009_ca_131_fruit_c.jpg	5	1.3853	0.4442	0.253	
131-6	131	2009_ca_131_fruit_c.jpg	6	0.6124	0.4442	0.2537	
131-7	131	2009_ca_131_fruit_c.jpg	7	1.0666	0.4416	0.2529	
132-1	132	2009_ca_132_fruit_c.jpg	1	0.891	0.4411	0.2529	
132-2	132	2009_ca_132_fruit_c.jpg	2	1.0386	0.4432	0.2524	
132-3	132	2009_ca_132_fruit_c.jpg	3	0.8233	0.4387	0.2601	
132-4	132	2009_ca_132_fruit_c.jpg	4	1.2256	0.4451	0.2536	
132-5	132	2009_ca_132_fruit_c.jpg	5	0.8653	0.4445	0.2525	
132-6	132	2009_ca_132_fruit_c.jpg	6	1.7462	0.4449	0.2526	
132-7	132	2009_ca_132_fruit_c.jpg	7	0.7685	0.4427	0.2545	
133-1	133	2009_ca_133_fruit_c.jpg	1	0.9773	0.4322	0.2532	
133-2	133	2009_ca_133_fruit_c.jpg	2	0.8302	0.4359	0.2542	
133-3	133	2009_ca_133_fruit_c.jpg	3	1.146	0.4293	0.2545	
133-4	133	2009_ca_133_fruit_c.jpg	4	1.3935	0.4417	0.2508	
133-5	133	2009_ca_133_fruit_c.jpg	5	1.0381	0.4224	0.252	
133-6	133	2009_ca_133_fruit_c.jpg	6	0.5915	0.4326	0.2524	
133-7	133	2009_ca_133_fruit_c.jpg	7	1.0552	0.4379	0.2516	
134-1	134	2009_ca_134_fruit_c.jpg	1	1.3915	0.4323	0.2519	
134-2	134	2009_ca_134_fruit_c.jpg	2	0.7071	0.432	0.2526	
134-3	134	2009_ca_134_fruit_c.jpg	3	0.9747	0.419	0.2542	
134-4	134	2009_ca_134_fruit_c.jpg	4	0.516	0.444	0.2522	
134-5	134	2009_ca_134_fruit_c.jpg	5	0.8842	0.4414	0.2528	
134-6	134	2009_ca_134_fruit_c.jpg	6	1.5874	0.4376	0.2532	
134-7	134	2009_ca_134_fruit_c.jpg	7	1.5919	0.4317	0.2525	
134-8	134	2009_ca_134_fruit_c.jpg	8	1.0422	0.4241	0.253	
135-1	135	2009_ca_135_fruit_c.jpg	1	0.5697	0.4456	0.2542	
135-2	135	2009_ca_135_fruit_c.jpg	2	1.0244	0.4443	0.2542	
135-3	135	2009_ca_135_fruit_c.jpg	3	0.5333	0.4418	0.2541	
135-4	135	2009_ca_135_fruit_c.jpg	4	0.8465	0.4444	0.2523	
135-5	135	2009_ca_135_fruit_c.jpg	5	1.2776	0.4446	0.2516	
135-6	135	2009_ca_135_fruit_c.jpg	6	1.1303	0.4426	0.2545	
135-7	135	2009_ca_135_fruit_c.jpg	7	0.7678	0.4451	0.255	
135-8	135	2009_ca_135_fruit_c.jpg	8	2.2875	0.4455	0.2508	
135-9	135	2009_ca_135_fruit_c.jpg	9	1.1068	0.4424	0.2533	
136-1	136	2009_ca_136_fruit_c.jpg	1	0.6378	0.4391	0.2537	
136-2	136	2009_ca_136_fruit_c.jpg	2	1.5721	0.4268	0.25	
136-3	136	2009_ca_136_fruit_c.jpg	3	0.8446	0.4409	0.2529	
136-4	136	2009_ca_136_fruit_c.jpg	4	0.8904	0.4376	0.2537	
136-5	136	2009_ca_136_fruit_c.jpg	5	1.0932	0.4433	0.2534	
136-6	136	2009_ca_136_fruit_c.jpg	6	0.7622	0.4401	0.2524	
136-7	136	2009_ca_136_fruit_c.jpg	7	0.6483	0.4388	0.2538	
136-8	136	2009_ca_136_fruit_c.jpg	8	1.4667	0.433	0.2517	
137-1	137	2009_ca_137_fruit_c.jpg	1	1.6145	0.4424	0.2523	
137-2	137	2009_ca_137_fruit_c.jpg	2	0.9431	0.428	0.2519	
137-3	137	2009_ca_137_fruit_c.jpg	3	0.9233	0.4349	0.2511	
137-4	137	2009_ca_137_fruit_c.jpg	4	0.961	0.4434	0.2531	
137-5	137	2009_ca_137_fruit_c.jpg	5	1.1862	0.4254	0.2488	
137-6	137	2009_ca_137_fruit_c.jpg	6	0.9316	0.4413	0.2529	
137-7	137	2009_ca_137_fruit_c.jpg	7	1.5511	0.4409	0.2518	
138-1	138	2009_ca_138_fruit_c.jpg	1	1.979	0.4297	0.2525	
138-2	138	2009_ca_138_fruit_c.jpg	2	1.1026	0.4357	0.2526	
138-3	138	2009_ca_138_fruit_c.jpg	3	0.9134	0.4373	0.2531	
138-4	138	2009_ca_138_fruit_c.jpg	4	0.6189	0.4425	0.2555	
138-5	138	2009_ca_138_fruit_c.jpg	5	1.3793	0.441	0.2506	
138-6	138	2009_ca_138_fruit_c.jpg	6	1.3213	0.4418	0.2514	
138-7	138	2009_ca_138_fruit_c.jpg	7	0.5401	0.4412	0.2547	
139-1	139	2009_ca_139_fruit_c.jpg	1	0.799	0.4395	0.2531	
139-2	139	2009_ca_139_fruit_c.jpg	2	0.5263	0.4308	0.2546	
139-3	139	2009_ca_139_fruit_c.jpg	3	0.6971	0.4411	0.2542	
139-4	139	2009_ca_139_fruit_c.jpg	4	0.8687	0.4399	0.2546	
139-5	139	2009_ca_139_fruit_c.jpg	5	0.7113	0.4416	0.2533	
139-6	139	2009_ca_139_fruit_c.jpg	6	0.8714	0.4265	0.2534	
139-7	139	2009_ca_139_fruit_c.jpg	7	0.4373	0.4387	0.2533	
139-8	139	2009_ca_139_fruit_c.jpg	8	0.5128	0.4223	0.2534	
140-1	140	2009_ca_140_fruit_c.jpg	1	0.5057	0.4422	0.2532	
140-2	140	2009_ca_140_fruit_c.jpg	2	1.4553	0.4443	0.2521	
140-3	140	2009_ca_140_fruit_c.jpg	3	1.9788	0.4429	0.2529	
140-4	140	2009_ca_140_fruit_c.jpg	4	0.9277	0.4409	0.2534	
140-5	140	2009_ca_140_fruit_c.jpg	5	0.9723	0.444	0.2561	
140-6	140	2009_ca_140_fruit_c.jpg	6	1.1828	0.4427	0.2508	
140-7	140	2009_ca_140_fruit_c.jpg	7	0.9338	0.4426	0.2521	
140-8	140	2009_ca_140_fruit_c.jpg	8	0.7695	0.444	0.2515	
141-1	141	2009_ca_141_fruit_c.jpg	1	1.6533	0.4436	0.2507	
141-2	141	2009_ca_141_fruit_c.jpg	2	2.6109	0.4401	0.25	
141-3	141	2009_ca_141_fruit_c.jpg	3	1.1338	0.4434	0.2515	
141-4	141	2009_ca_141_fruit_c.jpg	4	0.782	0.4449	0.2524	
141-5	141	2009_ca_141_fruit_c.jpg	5	0.7162	0.4446	0.2545	
141-6	141	2009_ca_141_fruit_c.jpg	6	0.7395	0.4455	0.2534	
141-7	141	2009_ca_141_fruit_c.jpg	7	1.6194	0.4419	0.2526	
141-8	141	2009_ca_141_fruit_c.jpg	8	0.4913	0.4438	0.2538	
142-1	142	2009_ca_142_fruit_c.jpg	1	0.5563	0.4442	0.2545	
142-2	142	2009_ca_142_fruit_c.jpg	2	1.1575	0.4426	0.2553	
142-3	142	2009_ca_142_fruit_c.jpg	3	0.779	0.4389	0.253	
142-4	142	2009_ca_142_fruit_c.jpg	4	0.9366	0.441	0.2535	
142-5	142	2009_ca_142_fruit_c.jpg	5	0.7114	0.4428	0.2555	
142-6	142	2009_ca_142_fruit_c.jpg	6	1.4621	0.4384	0.2553	
142-7	142	2009_ca_142_fruit_c.jpg	7	0.9304	0.4407	0.2507	
142-8	142	2009_ca_142_fruit_c.jpg	8	0.6984	0.4424	0.2553	
143-1	143	2009_ca_143_fruit_c.jpg	1	1.0089	0.4459	0.2595	
143-2	143	2009_ca_143_fruit_c.jpg	2	0.7338	0.4526	0.2533	
143-3	143	2009_ca_143_fruit_c.jpg	3	0.7161	0.45	0.2577	
143-4	143	2009_ca_143_fruit_c.jpg	4	1.0233	0.4521	0.2531	
143-5	143	2009_ca_143_fruit_c.jpg	5	1.0198	0.4372	0.2535	
143-6	143	2009_ca_143_fruit_c.jpg	6	2.3303	0.4532	0.2553	
143-7	143	2009_ca_143_fruit_c.jpg	7	2.7871	0.4559	0.2642	
143-8	143	2009_ca_143_fruit_c.jpg	8	1.0138	0.4514	0.2607	
144-1	144	2009_ca_144_fruit_c.jpg	1	0.9505	0.4512	0.2573	
144-2	144	2009_ca_144_fruit_c.jpg	2	1.2521	0.4463	0.2591	
144-3	144	2009_ca_144_fruit_c.jpg	3	0.8662	0.4522	0.2579	
144-4	144	2009_ca_144_fruit_c.jpg	4	1.1215	0.4528	0.2594	
144-5	144	2009_ca_144_fruit_c.jpg	5	0.7566	0.4486	0.2584	
144-6	144	2009_ca_144_fruit_c.jpg	6	2.0247	0.4489	0.2564	
144-7	144	2009_ca_144_fruit_c.jpg	7	0.9426	0.4516	0.2606	
144-8	144	2009_ca_144_fruit_c.jpg	8	0.8189	0.4477	0.2606	
145-1	145	2009_ca_145_fruit_c.jpg	1	0.4942	0.4472	0.2557	
145-2	145	2009_ca_145_fruit_c.jpg	2	2.3307	0.4504	0.2589	
145-3	145	2009_ca_145_fruit_c.jpg	3	1.471	0.449	0.25	
145-4	145	2009_ca_145_fruit_c.jpg	4	1.0469	0.4493	0.2558	
145-5	145	2009_ca_145_fruit_c.jpg	5	0.9378	0.4504	0.2624	
