	Tomato Analyzer - Color Data														
	Plot #	 File Name	Fruit No.	Parameter 1  (% surface w/ Hue 70-100)	Parameter 2  (% surface w/ Hue 0-50)	Avg. Red	Avg. Green	Avg. Blue	Avg. Luminosity	Avg. L	Avg. a	Avg. b	 Avg. Hue	Avg. Chroma	comment 
unique#	Plot #	image files	Fruit	SP:0000351	SP:0000350	SP:0000352	SP:0000355	SP:0000356	SP:0000360	SP:0000357	SP:0000358	SP:0000359	SP:0000361	SP:0000362	
8653-6	8653	2010_oh_8653_fruit-c.jpg	6	2.77	63.99	150.7204	80.7736	59.7454	99.0178	41.2196	30.8244	26.0134	40.1617	40.3341	 
8653-7	8653	2010_oh_8653_fruit-c.jpg	7	1.88	72.06	146.251	70.7309	48.9674	91.8278	38.3024	33.735	28.1932	39.8864	43.9648	 
8653-8	8653	2010_oh_8653_fruit-c.jpg	8	1.38	66.26	143.3161	72.3151	50.7553	91.2804	38.1593	31.7415	26.9907	40.3755	41.6656	 
8653-9	8653	2010_oh_8653_fruit-c.jpg	9	0.88	74.36	140.6	67.9295	47.3668	88.4009	36.7742	32.8154	27.1419	39.5944	42.5856	 
8654-1	8654	2010_oh_8654_fruit-c.jpg	1	0.64	72.78	150.9808	76.2075	55.1863	96.9443	40.2045	33.1487	27.239	39.4106	42.9045	 
8654-2	8654	2010_oh_8654_fruit-c.jpg	2	0.59	70.77	151.7663	77.7062	56.9761	98.1959	40.641	32.7695	26.8328	39.3118	42.3538	 
8654-3	8654	2010_oh_8654_fruit-c.jpg	3	0.66	79.13	139.0568	68.5638	50.3873	89.1174	36.7161	31.9802	25.4049	38.4634	40.8429	 
8654-4	8654	2010_oh_8654_fruit-c.jpg	4	0.72	82.99	142.1954	67.4475	48.3721	89.6284	36.9867	33.8424	26.9264	38.5072	43.2474	 
8654-5	8654	2010_oh_8654_fruit-c.jpg	5	1.46	77.52	145.9798	78.6486	61.3143	97.491	40.0597	30.1337	23.6411	38.1156	38.3007	 
8654-6	8654	2010_oh_8654_fruit-c.jpg	6	0.91	81.94	147.943	80.2364	64.5441	99.9398	40.7781	30.3506	22.7154	36.8124	37.9097	 
8654-7	8654	2010_oh_8654_fruit-c.jpg	7	1.07	70.86	149.9113	75.3418	53.3372	95.6414	39.8428	33.0185	27.7511	40.0461	43.1317	 
8654-8	8654	2010_oh_8654_fruit-c.jpg	8	0.88	69.51	148.0509	74.1665	52.7468	94.4445	39.315	32.8669	27.4213	39.8387	42.8038	 
8654-9	8654	2010_oh_8654_fruit-c.jpg	9	1.11	80.71	136.9423	66.3003	49.076	87.4664	35.8886	32.2339	25.1107	37.9191	40.8603	 
8655-1	8655	2010_oh_8655_fruit-c.jpg	1	1.55	81.73	151.3287	72.8838	54.8106	96.9665	39.6157	35.0572	26.7369	37.3314	44.0893	 
8655-2	8655	2010_oh_8655_fruit-c.jpg	2	0.89	87.99	144.3129	65.1636	49.8683	91.3349	36.8974	35.9792	26.0151	35.8692	44.3992	 
8655-3	8655	2010_oh_8655_fruit-c.jpg	3	2.73	63.69	148.8052	77.2354	56.2041	96.3512	40.1953	31.6926	26.5053	39.9065	41.3153	 
8655-4	8655	2010_oh_8655_fruit-c.jpg	4	1.38	79.8	147.3551	69.7526	50.957	93.293	38.2863	34.8424	27.1321	37.9082	44.1604	 
8655-5	8655	2010_oh_8655_fruit-c.jpg	5	4.22	73.5	146.6645	73.3017	52.9417	93.8734	38.9988	32.685	26.8091	39.3595	42.2734	 
8655-6	8655	2010_oh_8655_fruit-c.jpg	6	0.67	87.6	145.517	64.0641	49.3309	91.6839	36.8311	36.9984	26.2782	35.3843	45.3808	 
8655-7	8655	2010_oh_8655_fruit-c.jpg	7	1.29	88.7	135.8794	60.5811	44.8315	85.0214	34.5285	34.6621	25.801	36.6625	43.2106	 
8655-8	8655	2010_oh_8655_fruit-c.jpg	8	5.23	60.5	146.9235	73.6944	48.766	92.0322	39.0632	32.3083	29.0267	41.9374	43.4325	 
8655-9	8655	2010_oh_8655_fruit-c.jpg	9	0.51	93.99	136.2046	58.4605	46.2233	85.7989	34.2093	36.002	24.6538	34.403	43.6343	 
8656-1	8656	2010_oh_8656_fruit-c.jpg	1	2.33	54.44	151.616	78.5043	53.8119	96.6462	40.7749	32.0311	28.6706	41.8313	42.9884	 
8656-2	8656	2010_oh_8656_fruit-c.jpg	2	1.24	45.89	155.4654	83.8595	59.5069	101.1378	42.5626	31.0728	27.81	41.8284	41.7003	 
8656-3	8656	2010_oh_8656_fruit-c.jpg	3	2.09	41.01	153.0902	83.3782	57.1501	98.9157	42.1141	30.0891	28.3928	43.3386	41.3703	 
8656-4	8656	2010_oh_8656_fruit-c.jpg	4	1.16	44.04	151.6795	82.0412	56.4569	97.8817	41.5691	30.2692	28.1379	42.9102	41.3276	 
8656-5	8656	2010_oh_8656_fruit-c.jpg	5	3.06	55.01	153.9375	84.0817	60.9254	101.1016	42.3944	30.3782	26.8887	41.513	40.5689	 
8656-6	8656	2010_oh_8656_fruit-c.jpg	6	3.56	46.67	149.8456	81.8067	57.385	97.5074	41.336	29.6366	27.3275	42.6788	40.3128	 
8656-7	8656	2010_oh_8656_fruit-c.jpg	7	2.93	60.58	142.4867	75.4759	53.4899	92.125	38.7795	29.8401	26.2709	41.3604	39.7567	 
8656-8	8656	2010_oh_8656_fruit-c.jpg	8	1.34	62.67	148.0022	75.1335	52.0817	94.1038	39.5347	32.2635	28.0157	40.9691	42.7295	 
8656-9	8656	2010_oh_8656_fruit-c.jpg	9	4.43	45.85	152.3672	84.0648	58.0375	98.988	42.1274	29.5287	28.0363	43.5149	40.7183	 
8657-1	8657	2010_oh_8657_fruit-c.jpg	1	0.78	89	149.6912	71.954	55.7906	96.6398	39.165	35.0299	25.7236	36.291	43.4603	 
8657-2	8657	2010_oh_8657_fruit-c.jpg	2	0.54	89.27	137.0319	64.2196	47.9016	86.9288	35.4436	33.4136	25.2053	37.0288	41.8542	 
8657-3	8657	2010_oh_8657_fruit-c.jpg	3	0.49	93.46	152.2467	74.9663	60.4921	100.0543	40.2465	34.8076	24.4812	35.1198	42.5547	 
8657-4	8657	2010_oh_8657_fruit-c.jpg	4	0.48	88.47	139.1517	63.9389	46.8358	87.5028	35.7198	34.3524	26.2288	37.3626	43.2208	 
