	Tomato Analyzer - Shape Individual Data																		 																				
	Plot #	SCT #	image files	Fruit	Perimeter (cm)	  Area (cm2)	  Width Mid-height (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness (20%)	  Distal Fruit Blockiness (80%)	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro (2%)	  Proximal Angle Macro (20%)	  Proximal Indentation Area (cm2)	  Distal Angle Micro (2%)	  Distal Angle Macro (20%)	  Distal Indentation Area (cm2)	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	comment
unique#	Plot #	sct#	image files	Fruit	SP:0000087	SP:0000085	SP:0000133	SP:0000134	SP:0000135	SP:0000136	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154	SP:0000369	SP:0000370	SP:0000079	SP:0000155	SP:0000160	SP:0000076	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164	
8909-5	8909	SCT_0326	2010_oh_8909_fruit-t.jpg	5	10.9468	8.4558	3.3909	3.4163	2.9591	3.0734	0.8996	0.8727	0.8464	0.809	1.0463	0.9809	0.9635	0.5248	.	0.0207	206.7067	118.2753	0.025	179.9442	119.9759	0	0	0	0.1487	0.0156	0	0.0168	0.4256	0.7635	0.8889	0.8804	0.8679	0.4156	 
8909-6	8909	SCT_0326	2010_oh_8909_fruit-t.jpg	6	10.5468	7.8582	3.302	3.3274	2.7686	2.8575	0.8588	0.8385	0.8846	0.8231	1.0748	0.976	0.9494	0.5557	.	0.0178	204.4329	131.4838	0.0168	186.3865	122.5364	0	0	0	0.1844	0.0148	0	0.0351	0.4178	0.7768	0.8923	0.8878	0.8365	0.4166	 
8909-7	8909	SCT_0326	2010_oh_8909_fruit-t.jpg	7	11.1159	8.6264	3.4036	3.4036	2.9464	3.1242	0.9179	0.8657	0.8694	0.7761	1.1202	0.9766	0.9639	0.5276	.	0.0429	246.3709	128.4102	0.0492	177.1691	109.9132	0	0	0	0.1508	0.0187	0	0.0535	0.4553	0.751	0.8889	0.8846	0.8598	0.4218	 
8909-8	8909	SCT_0326	2010_oh_8909_fruit-t.jpg	8	10.3805	6.9951	3.1242	3.1369	2.6543	2.794	0.8907	0.8496	0.8293	0.8293	1	0.9781	0.9581	0.5317	.	0.0117	200.0927	124.1045	0.035	181.7021	126.1843	0.0074	0.0111	0.0883	0	0.0246	0.0119	0	0.4844	0.7763	0.8901	0.9091	0.8763	0.4028	 
8909-9	8909	SCT_0326	2010_oh_8909_fruit-t.jpg	9	9.8381	6.6976	3.1242	3.1242	2.5273	2.6924	0.8618	0.8089	0.8862	0.8008	1.1066	0.9647	0.9325	0.5392	.	0.0167	188.1054	139.0976	0.0922	183.9083	120.1935	0.0246	0.0344	0	0.1244	0.0559	0	0.0326	0.467	0.7488	0.8927	0.8827	0.8061	0.4143	 
8910-1	8910	SCT_0304	2010_oh_8910_fruit-t.jpg	1	18.6366	23.7329	5.461	5.4864	5.0546	5.4102	0.9861	0.9256	0.9163	0.7674	1.1939	0.9665	0.9662	0.5358	.	0.0425	225.035	127.0268	0.0533	165.7823	104.8224	0	0	0	0.1903	0.0088	0	0.0701	0.4178	0.7453	0.8927	0.8778	0.9294	0.4265	 
8910-2	8910	SCT_0304	2010_oh_8910_fruit-t.jpg	2	18.6253	23.6974	5.5626	5.6896	4.7752	5.2578	0.9241	0.8584	0.8995	0.7854	1.1453	0.9654	0.9565	0.5115	.	0.0558	235.0718	135.2889	0.0544	176.293	104.1516	0	0	0	0.1883	0.036	0	0.0606	0.401	0.7282	0.8929	0.8876	0.8621	0.4419	 
8910-3	8910	SCT_0304	2010_oh_8910_fruit-t.jpg	3	17.3278	20.9212	5.1562	5.207	4.699	4.9276	0.9463	0.9113	0.9015	0.798	1.1296	0.9725	0.9697	0.5433	.	0.0206	203.1848	125.7568	0.0234	172.6351	112.2819	0	0	0	0.1838	0.0206	0	0.0389	0.4381	0.7565	0.8902	0.8795	0.9125	0.4342	 
8910-4	8910	SCT_0304	2010_oh_8910_fruit-t.jpg	4	17.0695	19.6922	5.207	5.2324	4.2164	4.6228	0.8835	0.8098	0.9073	0.7854	1.1553	0.9661	0.9455	0.5531	.	0.0687	228.7246	136.4652	0.1212	174.5198	110.3255	0	0	0	0.1822	0.0079	0	0.0542	0.4396	0.7293	0.8919	0.8859	0.8148	0.4498	 
8910-5	8910	SCT_0304	2010_oh_8910_fruit-t.jpg	5	16.8899	19.7606	5.1562	5.1562	4.5466	4.8514	0.9409	0.8818	0.8571	0.7783	1.1013	0.9719	0.9633	0.52	.	0.0581	223.977	125.9406	0.0957	179.0618	108.2017	0	0	0	0.1104	0.0261	0	0.0395	0.466	0.7474	0.8987	0.882	0.8875	0.4174	 
8910-6	8910	SCT_0304	2010_oh_8910_fruit-t.jpg	6	16.4301	17.6658	4.8006	4.8514	4.2672	4.5974	0.9476	0.8889	0.8836	0.7778	1.1361	0.97	0.9631	0.5194	.	0.0397	227.2818	128.622	0.073	175.7222	105.7434	0	0	0	0.1226	0.0321	0	0.0415	0.4604	0.8	0.973	0.8889	0.96	0.3804	 
8910-7	8910	SCT_0304	2010_oh_8910_fruit-t.jpg	7	16.0252	17.6245	4.9276	4.953	3.9878	4.318	0.8718	0.8093	0.8866	0.8299	1.0683	0.9683	0.9461	0.5537	.	0.0591	213.9785	134.345	0.0941	180	117.605	0	0.015	0	0.1358	0.0191	0	0.0264	0.4529	0.7337	0.8921	0.8794	0.8052	0.451	 
8910-8	8910	SCT_0304	2010_oh_8910_fruit-t.jpg	8	14.6079	14.6864	4.4196	4.4704	3.81	4.0132	0.8977	0.8621	0.908	0.7931	1.1449	0.9722	0.9619	0.5389	.	0.0452	234.4376	123.7729	0.0483	171.631	109.9268	0	0.0163	0	0.1888	0.0084	0	0.0343	0.4337	0.7643	0.9023	0.8824	0.8824	0.4369	 
8910-9	8910	SCT_0304	2010_oh_8910_fruit-t.jpg	9	14.0814	13.958	4.1402	4.1656	3.9878	4.1656	1	0.9632	0.8834	0.8098	1.0909	0.9749	0.9751	0.5399	.	0.0213	220.566	118.1575	0.0185	174.2946	103.3932	0	0	0	0.1454	0.0161	0	0.0281	0.4512	0.7607	0.8921	0.8794	0.9688	0.4238	 
8911-1	8911	SCT_0308	2010_oh_8911_fruit-t.jpg	1	24.5732	37.7083	8.2042	8.2804	4.6736	5.7404	0.6933	0.5697	0.8885	0.8173	1.0871	0.9407	0.8551	0.5597	.	0.1	226.228	172.3948	0.1367	180	136.9453	0	0	0	0.1327	0.0559	0	0.0791	0.4469	0.6489	0.8902	0.8848	0.5703	0.4978	 
8911-2	8911	SCT_0308	2010_oh_8911_fruit-t.jpg	2	23.0209	33.5174	7.2644	7.3152	4.6736	5.715	0.7813	0.6434	0.9126	0.8287	1.1013	0.9434	0.8855	0.5607	.	0.0874	241.0067	162.3977	0.123	193.3349	134.815	0.0129	0.0171	0	0.1652	0.0809	0	0.0571	0.4444	0.6518	0.8902	0.8848	0.6404	0.4968	 
8911-3	8911	SCT_0308	2010_oh_8911_fruit-t.jpg	3	19.3961	24.8793	6.1976	6.2484	4.4196	4.9784	0.7967	0.7131	0.8852	0.8074	1.0964	0.9597	0.9098	0.542	.	0.0696	221.0501	149.1202	0.0923	187.4714	124.0626	0	0	0	0.1398	0.0376	0	0.0473	0.449	0.7077	0.8961	0.8846	0.7113	0.4547	 
8911-4	8911	SCT_0308	2010_oh_8911_fruit-t.jpg	4	19.8856	26.1696	6.5278	6.5532	4.2672	4.8006	0.7326	0.6537	0.9066	0.8366	1.0837	0.9551	0.8862	0.5684	.	0.0635	255.0157	154.0348	0.0648	173.6135	138.4944	0	0	0	0.148	0.0268	0	0.0372	0.4603	0.7128	0.8933	0.8874	0.6569	0.4707	 
8911-5	8911	SCT_0308	2010_oh_8911_fruit-t.jpg	5	18.1696	21.9929	5.6134	5.6388	4.2418	4.9022	0.8694	0.7557	0.8824	0.8326	1.0598	0.9617	0.9226	0.5068	.	0.0341	216.0062	144.0139	0.0358	169.0688	123.1671	0	0	0	0.0874	0.0654	0	0.0639	0.487	0.6875	0.8919	0.88	0.75	0.4647	 
8911-6	8911	SCT_0308	2010_oh_8911_fruit-t.jpg	6	17.15	20.3909	5.0292	5.1054	4.6228	4.953	0.9701	0.9192	0.8586	0.8384	1.0241	0.9739	0.9671	0.5217	.	0.0335	214.9208	114.2955	0.0459	169.6762	111.2254	0.0202	0.0291	0	0.125	0.0344	0	0.0398	0.4615	0.7423	0.8889	0.8834	0.9114	0.4346	 
8912-1	8912	SCT_0299	2010_oh_8912_fruit-t.jpg	1	29.4202	51.4089	6.35	6.6294	8.6868	9.6012	1.4483	1.368	0.948	0.808	1.1733	0.941	0.8627	0.5744	.	0.0569	238.9026	77.4589	0.1209	146.8099	63.4694	0.031	0.0822	0	0.2234	0.101	0	0.1194	0.4048	0.7215	0.8889	0.886	1.36	0.4638	 
8912-2	8912	SCT_0299	2010_oh_8912_fruit-t.jpg	2	32.6469	51.6005	5.5626	5.9944	10.6172	11.6078	1.9364	1.9087	0.9635	0.6347	1.518	0.9349	0.7838	0.445	.	0.0639	270.9897	48.8225	0.1087	115.6966	57.1601	0.0071	0.5394	0	0.2946	0.0879	0	0.326	0.4046	0.7895	0.9574	0.8867	2.0225	0.3707	 
8912-3	8912	SCT_0299	2010_oh_8912_fruit-t.jpg	3	30.7867	51.7315	5.715	6.0198	9.9568	11.5062	1.9114	1.7422	0.84	0.8267	1.0161	0.9458	0.7878	0.4205	.	0.0331	244.9145	77.0465	0.0826	108.8936	67.5202	0.0037	0.1922	0	0.0923	0.1737	0	0.3064	0.5077	0.6903	0.8914	0.8839	1.7528	0.456	 
8912-4	8912	SCT_0299	2010_oh_8912_fruit-t.jpg	4	29.1446	41.8367	4.318	4.572	11.176	11.4808	2.5111	2.5882	1.0118	0.7471	1.3543	0.9314	0.7175	0.5534	.	0.0166	209.7827	35.7403	0.0766	130.7379	46.4567	0	0	0	0.3365	0.0477	0	0.2587	0.2677	0.7805	0.8957	0.8911	2.5882	0.4202	 
8912-5	8912	SCT_0299	2010_oh_8912_fruit-t.jpg	5	26.4964	33.4715	4.0386	4.0894	9.1694	9.7282	2.3789	2.2704	0.9497	0.7925	1.1984	0.9341	0.7394	0.6039	.	0.0459	256.5175	27.5608	0.0998	173.0539	51.1074	0	0	0	0.2786	0.0169	0	0.1688	0.3648	0.7906	0.9437	0.883	2.2879	0.3965	 
8913-1	8913	SCT_0327	2010_oh_8913_fruit-t.jpg	1	14.6422	13.0308	4.9022	4.9149	2.7813	3.5179	0.7158	0.5674	0.8394	0.8083	1.0385	0.9391	0.8409	0.478	.	0.0963	236.2574	169.2018	0.1701	172.0966	139.28	0.0035	0.0451	0.111	0	0.1826	0.1334	0	0.4765	0.6304	0.8923	0.8832	0.5649	0.479	 
8913-2	8913	SCT_0327	2010_oh_8913_fruit-t.jpg	2	13.4352	12.2493	4.1783	4.191	3.2131	3.5052	0.8364	0.769	0.9088	0.8541	1.0641	0.9621	0.9256	0.5755	.	0.049	192.7175	145.4131	0.092	184.4416	130.0709	0.0011	0.0049	0	0.1431	0.0386	0	0.0516	0.4601	0.7273	0.8889	0.8811	0.7634	0.4581	 
8913-3	8913	SCT_0327	2010_oh_8913_fruit-t.jpg	3	13.7246	11.6484	4.1656	4.2037	3.0226	3.3274	0.7915	0.7256	0.9146	0.8171	1.1194	0.9545	0.9131	0.5731	.	0.0474	225.1819	146.256	0.0886	183.8277	135.8772	0.0138	0.0305	0	0.1735	0.0556	0	0.0564	0.4416	0.7433	0.8981	0.9023	0.7519	0.4557	 
8913-4	8913	SCT_0327	2010_oh_8913_fruit-t.jpg	4	11.316	8.9171	3.5687	3.5687	2.8702	3.0734	0.8612	0.8043	0.8577	0.8114	1.057	0.9746	0.944	0.538	.	0.0413	200.474	130.732	0.0761	185.3927	124.2355	0	0	0	0.1195	0.0223	0	0.0312	0.4711	0.7469	0.8911	0.8867	0.8036	0.4272	 
8913-5	8913	SCT_0327	2010_oh_8913_fruit-t.jpg	5	10.7158	8.0263	3.2893	3.302	2.794	2.921	0.8846	0.8494	0.888	0.834	1.0648	0.975	0.9561	0.5659	.	0.0348	226.0337	127.9317	0.0281	171.8725	124.6994	0.0008	0.0082	0	0.1269	0.0085	0	0.028	0.5	0.7686	0.8934	0.8889	0.8544	0.4278	 
8913-6	8913	SCT_0327	2010_oh_8913_fruit-t.jpg	6	10.4198	7.5335	3.2766	3.2893	2.7178	2.8575	0.8687	0.8295	0.8566	0.8295	1.0327	0.9745	0.9315	0.493	.	0.0136	192.0606	131.1322	0.025	176.6585	128.4238	0	0	0	0.1136	0.0812	0	0.0669	0.4844	0.7589	0.8901	0.8854	0.8252	0.4111	 
8913-7	8913	SCT_0327	2010_oh_8913_fruit-t.jpg	7	9.9638	7.0851	3.1242	3.1242	2.6797	2.7559	0.8821	0.8577	0.8699	0.8252	1.0542	0.9764	0.956	0.5473	.	0.0184	194.2748	126.8552	0.0346	173.6791	119.9492	0	0	0	0.1207	0.0307	0	0.0249	0.4793	0.7778	0.8889	0.8889	0.8571	0.4113	 
8913-8	8913	SCT_0327	2010_oh_8913_fruit-t.jpg	8	9.8697	6.8376	3.1115	3.1242	2.5654	2.7178	0.8699	0.8245	0.8571	0.8245	1.0396	0.9729	0.9438	0.5149	.	0.021	215.2249	127.4247	0.0215	174.154	128.1246	0	0	0	0.1399	0.0527	0	0.0445	0.4579	0.7512	0.8889	0.884	0.8247	0.4249	 
8913-9	8913	SCT_0327	2010_oh_8913_fruit-t.jpg	9	10.0636	7.1977	3.1496	3.1496	2.6924	2.7686	0.879	0.8548	0.8669	0.8306	1.0437	0.9741	0.955	0.5377	.	0.0229	205.9454	132.6817	0.0327	175.2782	121.3333	0	0.0069	0	0.106	0.0331	0	0.0271	0.5	0.7742	0.8889	0.8842	0.8485	0.4146	 
8914-1	8914	SCT_0310	2010_oh_8914_fruit-t.jpg	1	10.7374	8.0214	2.8956	2.921	3.4544	3.4671	1.187	1.193	0.8202	0.807	1.0163	0.9785	0.9376	0.5135	.	0	237.7614	89.9208	0	148.1259	90.3506	0	0	0	0.0722	0.017	0	0.0321	0.5604	0.7941	0.8889	0.8852	1.1868	0.3792	 
8914-2	8914	SCT_0310	2010_oh_8914_fruit-t.jpg	2	10.5052	7.7979	2.8575	2.8702	3.3274	3.3782	1.177	1.1644	0.8356	0.8089	1.033	0.9786	0.9412	0.526	.	0.0113	193.5716	92.0465	0.031	167.327	92.1694	0	0	0	0.0995	0.0178	0	0.0182	0.5113	0.7849	0.8889	0.8851	1.1685	0.3985	 
8914-3	8914	SCT_0310	2010_oh_8914_fruit-t.jpg	3	10.437	7.7645	2.9591	2.9718	3.2385	3.2512	1.094	1.0944	0.8369	0.8112	1.0317	0.9852	0.9734	0.4936	.	0.0098	215.597	97.464	0.0077	175.0125	96.9529	0	0	0	0.1306	0.0314	0	0.0344	0.4648	0.7922	0.8899	0.8821	1.0978	0.3936	 
8914-4	8914	SCT_0310	2010_oh_8914_fruit-t.jpg	4	10.9776	7.1213	2.8321	2.8575	3.0734	3.1496	1.1022	1.0852	0.87	0.7578	1.1479	0.9711	0.9567	0.5177	.	0.0117	200.7363	107.1089	0.0156	155.9031	106.7986	0	0	0	0.1804	0.019	0	0.0603	0.4247	0.7935	0.9159	0.875	1.1264	0.3933	 
8914-5	8914	SCT_0310	2010_oh_8914_fruit-t.jpg	5	9.9143	6.9058	2.7432	2.7559	2.9591	3.0607	1.1106	1.0787	0.875	0.8194	1.0678	0.9721	0.9647	0.5299	.	0.0187	226.0481	103.2538	0.0234	171.5901	94.8032	0	0	0	0.1164	0.0248	0	0.037	0.5021	0.7667	0.8846	0.8804	1.0698	0.4195	 
8914-6	8914	SCT_0310	2010_oh_8914_fruit-t.jpg	6	10.1465	7.2689	2.8067	2.8194	3.0861	3.1623	1.1216	1.0995	0.8235	0.8552	0.963	0.9814	0.9575	0.5249	.	0.0201	227.5024	92.8387	0.0135	180	101.5095	0	0	0.1454	0	0.0142	0.0197	0	0.5382	0.7742	0.8889	0.8807	1.0909	0.4111	 
8914-7	8914	SCT_0310	2010_oh_8914_fruit-t.jpg	7	9.5785	6.4424	2.6035	2.6162	3.0607	3.0988	1.1845	1.1756	0.8195	0.7951	1.0307	0.9795	0.9378	0.5085	.	0.0123	199.0381	89.3457	0.026	176.293	87.7818	0	0	0	0.1199	0.0177	0	0.0189	0.459	0.7901	0.8889	0.8889	1.1852	0.3884	 
8914-8	8914	SCT_0310	2010_oh_8914_fruit-t.jpg	8	8.8693	5.6308	2.5273	2.5273	2.7305	2.7686	1.0955	1.0804	0.8291	0.8342	0.994	0.9826	0.9673	0.5255	.	0.0115	197.8759	104.093	0.0077	176.1883	106.1465	0	0	0.1147	0	0.0194	0.0206	0	0.5046	0.7834	0.8901	0.8808	1.0759	0.3957	 
8914-9	8914	SCT_0310	2010_oh_8914_fruit-t.jpg	9	9.2385	6.1261	2.667	2.6797	2.7686	2.8067	1.0474	1.0381	0.8714	0.8095	1.0765	0.9789	0.9727	0.5354	.	0.0068	196.0905	107.3904	0.005	181.7268	111.1196	0.0005	0.0066	0	0.1611	0.0236	0	0.0356	0.4389	0.7909	0.8923	0.8878	1.0357	0.3955	 
8915-1	8915	SCT_0312	2010_oh_8915_fruit-t.jpg	1	19.9032	26.2267	4.8514	4.9022	6.6167	6.7818	1.3834	1.3639	0.8272	0.822	1.0064	0.9661	0.8954	0.5155	.	0.0264	221.0244	69.3961	0.0566	183.6474	75.9171	0	0	0.1254	0	0.038	0.0541	0	0.5337	0.7805	0.8908	0.8889	1.3684	0.3892	 
8915-2	8915	SCT_0312	2010_oh_8915_fruit-t.jpg	2	19.4344	24.8461	4.8768	4.9149	6.0452	6.2611	1.2739	1.2396	0.7917	0.8594	0.9212	0.9656	0.9078	0.5374	.	0.0274	224.5561	71.5759	0.0432	176.9666	83.9614	0	0	0.1254	0	0.032	0.0705	0	0.5254	0.7724	0.8899	0.8879	1.2418	0.4072	 
8915-3	8915	SCT_0312	2010_oh_8915_fruit-t.jpg	3	18.3404	22.0262	4.4577	4.4831	5.9563	6.0833	1.3569	1.3362	0.8462	0.8205	1.0313	0.965	0.8913	0.4946	.	0.0315	233.4086	72.6347	0.0565	166.914	84.8175	0	0	0	0.1418	0.0645	0	0.093	0.4551	0.7824	0.8905	0.8863	1.3357	0.3977	 
8915-4	8915	SCT_0312	2010_oh_8915_fruit-t.jpg	4	17.8059	21.5825	4.445	4.4704	5.9055	5.9944	1.3409	1.3286	0.8371	0.8257	1.0138	0.9689	0.8996	0.527	.	0.0138	203.5801	73.8112	0.0331	171.0697	81.2289	0	0	0.0921	0	0.0279	0.0325	0	0.4852	0.7856	0.8916	0.8852	1.3214	0.3919	 
8915-5	8915	SCT_0312	2010_oh_8915_fruit-t.jpg	5	17.2712	20.1525	4.3307	4.3688	5.4864	5.7531	1.3169	1.2669	0.8622	0.8094	1.0652	0.9693	0.9031	0.4711	.	0.0276	240.7419	85.2611	0.0466	176.8613	79.6152	0	0	0	0.1389	0.1023	0	0.135	0.4547	0.7611	0.8889	0.8843	1.2647	0.4118	 
8915-6	8915	SCT_0312	2010_oh_8915_fruit-t.jpg	6	18.1629	20.4833	4.5085	4.5339	5.5499	5.7023	1.2577	1.231	0.8113	0.8141	0.9965	0.9729	0.9143	0.5044	.	0.0186	218.5337	78.7243	0.0284	168.6727	86.4554	0	0	0	0.1295	0.0326	0	0.0433	0.463	0.7768	0.8878	0.89	1.2429	0.3974	 
8915-7	8915	SCT_0312	2010_oh_8915_fruit-t.jpg	7	16.6383	18.4284	3.937	3.9624	5.6134	5.7785	1.4583	1.4258	0.8258	0.8355	0.9884	0.9633	0.8726	0.5029	.	0.0176	217.4548	65.785	0.0262	168.7997	73.3607	0	0	0	0.1088	0.0622	0	0.0901	0.4879	0.7753	0.8889	0.8866	1.4194	0.3999	 
8915-8	8915	SCT_0312	2010_oh_8915_fruit-t.jpg	8	18.2896	21.4004	4.9276	5.0546	4.5593	5.2832	1.0452	0.9253	0.8247	0.9304	0.8864	0.9435	0.9392	0.5451	.	0.0769	253.9383	92.2047	0.1133	193.8257	127.6921	0.0797	0.0368	0.1798	0	0.099	0.1305	0	0.6058	0.6892	0.891	0.8854	0.9226	0.4752	 
8915-9	8915	SCT_0312	2010_oh_8915_fruit-t.jpg	9	14.6537	14.714	3.6322	3.7084	4.7371	4.8133	1.2979	1.3042	0.8566	0.8951	0.957	0.9656	0.9068	0.5634	.	0.0106	199.3451	81.923	0.0486	172.437	90.1338	0	0	0.182	0	0.0136	0.0416	0	0.6227	0.7831	0.8889	0.8836	1.2982	0.419	 
8916-1	8916	SCT_0314	2010_oh_8916_fruit-t.jpg	1	21.9186	28.9657	4.5212	4.5974	7.7978	7.9756	1.7348	1.7247	0.736	0.8708	0.8452	0.9411	0.8123	0.5259	.	0.0334	247.3563	28.1274	0.0392	174.1881	64.6735	0	0	0.1287	0	0.0428	0.0816	0	0.5287	0.7796	0.8905	0.8873	1.7183	0.3939	 
8916-2	8916	SCT_0314	2010_oh_8916_fruit-t.jpg	2	20.8276	25.4625	3.9624	4.318	7.2136	7.4676	1.7294	1.8205	0.7692	1.0192	0.7547	0.9322	0.7936	0.5223	.	0.0289	229.523	24.8387	0.0433	177.1342	63.1746	0	0	0.3064	0	0.0428	0.1621	0	0.6599	0.7713	0.8933	0.8863	1.8226	0.4423	 
8916-3	8916	SCT_0314	2010_oh_8916_fruit-t.jpg	3	21.0406	27.7664	4.6228	4.6228	7.1882	7.4168	1.6044	1.5549	0.7802	0.8626	0.9045	0.954	0.8366	0.5227	.	0.0205	216.1894	47.3803	0.0328	169.0547	65.8751	0	0	0.1299	0	0.0269	0.0656	0	0.5103	0.7698	0.8889	0.8819	1.5556	0.4114	 
8916-4	8916	SCT_0314	2010_oh_8916_fruit-t.jpg	4	20.1164	24.6245	4.0386	4.318	7.0104	7.1628	1.6588	1.7358	0.7862	0.9686	0.8117	0.9324	0.8068	0.5464	.	0.0213	222.2718	30.0746	0.0236	164.9468	70.0694	0	0	0.2557	0	0.0378	0.1162	0	0.6596	0.7829	0.8943	0.8871	1.746	0.4296	 
8916-5	8916	SCT_0314	2010_oh_8916_fruit-t.jpg	5	19.4822	23.6445	4.1402	4.1656	6.5532	6.8834	1.6524	1.5828	0.8344	0.8773	0.951	0.9451	0.8289	0.5847	.	0.0351	237.5137	49.2661	0.0799	162.3679	62.8867	0	0	0.1671	0	0.0149	0.0519	0	0.5535	0.763	0.8918	0.8879	1.6094	0.4349	 
8916-6	8916	SCT_0314	2010_oh_8916_fruit-t.jpg	6	18.6766	22.5348	4.3434	4.4704	6.4262	6.5278	1.4602	1.4795	0.6842	0.9064	0.7548	0.9499	0.8537	0.46	.	0.0078	202.1178	38.3822	0.0072	172.0759	75.8173	0	0	0.2404	0	0.0354	0.0956	0	0.5837	0.7813	0.8889	0.8811	1.4706	0.3884	 
8916-7	8916	SCT_0314	2010_oh_8916_fruit-t.jpg	7	18.6827	22.4045	4.318	4.3434	6.5024	6.604	1.5205	1.5059	0.6588	0.8706	0.7568	0.9545	0.8518	0.4655	.	0.0135	214.4385	30.8883	0.0167	163.1851	73.9184	0	0	0.2009	0	0.0283	0.0867	0	0.5615	0.7876	0.8908	0.887	1.5	0.3725	 
8916-8	8916	SCT_0314	2010_oh_8916_fruit-t.jpg	8	18.517	20.4309	3.6068	4.0132	6.5786	6.6294	1.6519	1.8239	0.7324	1.0423	0.7027	0.9307	0.8055	0.5038	.	0.0096	197.8314	24.7456	0.0117	171.7295	72.113	0	0	0.3124	0	0.0221	0.1424	0	0.682	0.7923	0.8918	0.8841	1.8393	0.4278	 
8916-9	8916	SCT_0314	2010_oh_8916_fruit-t.jpg	9	16.5183	17.7896	4.0132	4.0132	5.5118	5.715	1.4241	1.3734	0.7089	0.8101	0.875	0.9633	0.8752	0.4783	.	0.0267	220.4721	50.5598	0.0446	152.3168	72.2839	0	0	0.1308	0	0.017	0.0338	0	0.4933	0.7679	0.8912	0.8821	1.3651	0.3827	 
8917-1	8917	SCT_0321	2010_oh_8917_fruit-t.jpg	1	9.6157	6.279	2.9083	2.9464	2.4892	2.6797	0.9095	0.8559	0.8865	0.8035	1.1033	0.9673	0.9546	0.5411	.	0.0453	221.4364	134.761	0.0932	182.0452	116.8729	0.0015	0.0059	0	0.1398	0.0339	0	0.0538	0.4408	0.7429	0.8864	0.8864	0.8571	0.4272	 
8917-2	8917	SCT_0321	2010_oh_8917_fruit-t.jpg	2	10.0654	7.0832	3.0353	3.0607	2.7559	2.9083	0.9502	0.9079	0.8787	0.795	1.1053	0.9713	0.9647	0.521	.	0.0266	199.147	127.6114	0.102	171.2917	107.7284	0	0	0	0.1559	0.0359	0	0.0517	0.4323	0.7544	0.8958	0.8821	0.9053	0.4155	 
8917-3	8917	SCT_0321	2010_oh_8917_fruit-t.jpg	3	10.2345	7.1997	3.175	3.175	2.5908	2.794	0.88	0.816	0.908	0.78	1.1641	0.9663	0.944	0.5536	.	0.0457	194.2592	138.4137	0.1033	184.5131	115.7767	0.0045	0.0105	0	0.1547	0.0226	0	0.0646	0.4727	0.7397	0.8901	0.8852	0.81	0.4299	 
8917-4	8917	SCT_0321	2010_oh_8917_fruit-t.jpg	4	9.464	6.1682	2.8321	2.8575	2.4765	2.6289	0.92	0.8744	0.9283	0.8027	1.1564	0.9649	0.9575	0.5475	.	0.039	220.6148	138.9585	0.052	177.9386	112.2044	0	0	0	0.2244	0.0285	0	0.0568	0.3671	0.7476	0.8953	0.88	0.875	0.4434	 
8917-5	8917	SCT_0321	2010_oh_8917_fruit-t.jpg	5	10.2327	7.0401	2.9972	3.0734	2.6162	2.7813	0.905	0.8729	0.9661	0.7966	1.2128	0.957	0.9524	0.5642	.	0.0274	216.1321	137.7286	0.0378	175.0125	112.4435	0	0	0	0.2662	0.0155	0	0.081	0.3653	0.7523	0.8913	0.8865	0.8723	0.4452	 
8917-6	8917	SCT_0321	2010_oh_8917_fruit-t.jpg	6	9.776	6.6435	3.0226	3.048	2.5908	2.7178	0.8917	0.8571	0.9118	0.7689	1.1858	0.9708	0.9492	0.5291	.	0.0284	189.6538	137.8782	0.0903	189.3131	108.5484	0	0	0	0.1843	0.0346	0	0.0601	0.4206	0.7606	0.8901	0.8852	0.8526	0.4131	 
8917-7	8917	SCT_0321	2010_oh_8917_fruit-t.jpg	7	8.9665	5.6601	2.7051	2.7178	2.4638	2.54	0.9346	0.9108	0.9108	0.7887	1.1548	0.9743	0.9697	0.5431	.	0.0225	193.2844	126.1802	0.0405	171.4397	114.0916	0.0023	0.0083	0	0.1602	0.0118	0	0.0437	0.445	0.7739	0.8902	0.8851	0.9167	0.421	 
8917-8	8917	SCT_0321	2010_oh_8917_fruit-t.jpg	8	9.2354	5.8281	2.6543	2.6924	2.4892	2.6289	0.9764	0.9378	0.9378	0.823	1.1395	0.9624	0.9631	0.5689	.	0.0437	226.0318	126.2458	0.0839	169.7497	108.0122	0	0	0	0.2138	0.0161	0	0.0549	0.4058	0.7573	0.8814	0.8914	0.9398	0.4371	 
