	Tomato Analyzer - Shape Individual Data																		 																				
	Plot #	SCT #	image files	Fruit	Perimeter (cm)	  Area (cm2)	  Width Mid-height (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness (20%)	  Distal Fruit Blockiness (80%)	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro (2%)	  Proximal Angle Macro (20%)	  Proximal Indentation Area (cm2)	  Distal Angle Micro (2%)	  Distal Angle Macro (20%)	  Distal Indentation Area (cm2)	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	comment
unique#	Plot #	sct#	image files	Fruit	SP:0000087	SP:0000085	SP:0000133	SP:0000134	SP:0000135	SP:0000136	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154	SP:0000369	SP:0000370	SP:0000079	SP:0000155	SP:0000160	SP:0000076	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164	
8935-9	8935	SCT_0315	2010_oh_8935_fruit-t.jpg	9	7.573	3.466	1.6891	1.7653	2.5273	2.5781	1.4604	1.4962	0.7368	0.8947	0.8235	0.9611	0.8714	0.4646	.	0	148.3605	67.4672	0	174.1223	81.3714	0	0	0.1973	0	0.0303	0.0608	0	0.5973	0.6733	0.7771	0.8553	1.193	0.4333	 
8936-1	8936	SCT_0317	2010_oh_8936_fruit-t.jpg	1	13.1525	11.7693	4.0386	4.0386	3.5052	3.5941	0.8899	0.8679	0.8616	0.7925	1.0873	0.9768	0.9614	0.5362	.	0.0248	233.0871	128.3472	0.0254	175.4084	113.2849	0.0137	0.0188	0	0.1302	0.0184	0	0.0439	0.4982	0.7801	0.8907	0.8871	0.8661	0.3985	 
8936-2	8936	SCT_0317	2010_oh_8936_fruit-t.jpg	2	12.2692	10.2198	3.5814	3.6068	3.4417	3.5433	0.9824	0.961	0.844	0.8121	1.0393	0.9875	0.9856	0.5137	.	0.0188	221.3382	107.4792	0.0191	166.3099	112.3671	0	0	0	0.0909	0.0184	0	0.0257	0.529	0.777	0.8889	0.8889	0.9643	0.4003	 
8936-3	8936	SCT_0317	2010_oh_8936_fruit-t.jpg	3	12.9692	10.1443	3.6068	3.6449	3.3528	3.4925	0.9582	0.9296	0.838	0.8063	1.0393	0.9853	0.9822	0.517	.	0.0226	219.7737	109.2294	0.0501	177.1552	109.4907	0	0	0	0.1087	0.0106	0	0.0216	0.4689	0.7883	0.9351	0.8675	0.9908	0.412	 
8936-4	8936	SCT_0317	2010_oh_8936_fruit-t.jpg	4	11.5346	9.1521	3.5306	3.556	3.0734	3.2131	0.9036	0.8705	0.8741	0.7914	1.1045	0.9788	0.9627	0.5267	.	0.0494	249.892	129.5247	0.0481	167.7314	111.8538	0	0	0	0.1429	0.0135	0	0.0418	0.4704	0.7619	0.8889	0.8848	0.8649	0.41	 
8936-5	8936	SCT_0317	2010_oh_8936_fruit-t.jpg	5	11.2323	8.6556	3.3655	3.4036	3.048	3.1369	0.9216	0.9057	0.8868	0.7887	1.1244	0.9789	0.9708	0.527	.	0.0213	213.2023	126.2236	0.0181	171.9204	107.2495	0	0	0	0.1669	0.0201	0	0.0475	0.4496	0.7886	0.9108	0.8818	0.9238	0.4038	 
8936-6	8936	SCT_0317	2010_oh_8936_fruit-t.jpg	6	11.2429	8.866	3.4163	3.4417	3.0988	3.2004	0.9299	0.9071	0.8773	0.7844	1.1185	0.9793	0.9727	0.5286	.	0.0258	211.8799	123.2682	0.034	169.9025	111.4277	0	0	0	0.1517	0.0231	0	0.0431	0.4603	0.7729	0.8899	0.8858	0.9065	0.4068	 
8936-7	8936	SCT_0317	2010_oh_8936_fruit-t.jpg	7	12.0542	9.7698	3.5941	3.6068	3.2385	3.4163	0.9472	0.9011	0.8304	0.7986	1.0398	0.9882	0.9789	0.5003	.	0.0459	231.0762	112.7501	0.0571	167.9794	109.1815	0	0	0	0.1232	0.0145	0	0.0269	0.4876	0.7761	0.9244	0.8814	0.9286	0.3959	 
8936-8	8936	SCT_0317	2010_oh_8936_fruit-t.jpg	8	11.0917	8.6101	3.4163	3.4417	3.0099	3.1623	0.9188	0.881	0.855	0.7881	1.0849	0.9782	0.9669	0.5045	.	0.0261	235.4797	126.6782	0.0189	165.7119	108.3766	0	0	0	0.1336	0.0394	0	0.0418	0.4779	0.7581	0.891	0.8826	0.8785	0.4081	 
8936-9	8936	SCT_0317	2010_oh_8936_fruit-t.jpg	9	12.1295	9.5521	3.4417	3.4544	3.3274	3.4544	1	0.9668	0.8192	0.8192	1	0.986	0.9834	0.5162	.	0.0231	214.8904	105.3661	0.0171	166.7592	112.1938	0	0	0	0.1345	0.0251	0	0.0268	0.4554	0.7675	0.8889	0.8776	0.963	0.4042	 
8937-1	8937	SCT_0318	2010_oh_8937_fruit-t.jpg	1	14.9439	15.2342	4.5212	4.5593	3.9243	4.1275	0.9053	0.868	0.8848	0.8146	1.0862	0.9725	0.958	0.5329	.	0.042	250.5529	128.8159	0.0295	173.0848	114.0439	0	0	0	0.1779	0.0443	0	0.0642	0.4123	0.7593	0.8849	0.8849	0.8662	0.4191	 
8937-2	8937	SCT_0318	2010_oh_8937_fruit-t.jpg	2	14.8906	15.3801	4.3815	4.4577	4.0767	4.3053	0.9658	0.9304	0.8667	0.8145	1.0641	0.977	0.976	0.5148	.	0.0443	210.1125	107.7742	0.0757	177.0482	108.4033	0	0	0	0.1645	0.0336	0	0.0548	0.4307	0.7574	0.8889	0.8889	0.9343	0.4223	 
8937-3	8937	SCT_0318	2010_oh_8937_fruit-t.jpg	3	14.2755	14.2861	4.2291	4.2418	4.1656	4.2291	0.997	0.985	0.8529	0.7838	1.0881	0.986	0.9855	0.5136	.	0.0105	200.7161	112.6973	0.0077	157.0015	104.4696	0	0	0	0.1273	0.0116	0	0.0395	0.4925	0.7892	0.8912	0.8881	0.9924	0.3867	 
8937-4	8937	SCT_0318	2010_oh_8937_fruit-t.jpg	4	14.0546	13.574	4.0132	4.1148	3.9116	4.0767	0.9907	0.9747	0.9177	0.807	1.1373	0.9687	0.9681	0.5541	.	0.0312	230.8853	122.5782	0.0315	174.242	113.1832	0	0	0	0.1929	0.0325	0	0.0772	0.4143	0.7688	0.8945	0.8849	0.9762	0.4215	 
8937-5	8937	SCT_0318	2010_oh_8937_fruit-t.jpg	5	14.6734	13.5653	3.8735	3.8989	4.2418	4.3688	1.1205	1.0951	0.7934	0.8459	0.938	0.9819	0.9573	0.5018	.	0.0175	185.6034	92.2061	0.0185	186.2567	98.6009	0	0	0.1315	0	0.0422	0.0528	0	0.5113	0.758	0.8844	0.8725	1.0569	0.4027	 
8937-6	8937	SCT_0318	2010_oh_8937_fruit-t.jpg	6	15.3572	14.7032	4.4577	4.5085	3.8227	4.064	0.9014	0.8575	0.8974	0.7749	1.1581	0.9742	0.9572	0.5161	.	0.029	242.422	127.7028	0.0359	169.1417	107.3137	0	0	0	0.1634	0.0463	0	0.0796	0.452	0.8025	0.9697	0.8797	0.9412	0.4001	 
8937-7	8937	SCT_0318	2010_oh_8937_fruit-t.jpg	7	12.2971	10.7382	3.6322	3.6576	3.7084	3.7211	1.0174	1.021	0.8462	0.7692	1.1	0.9854	0.9825	0.5027	.	0	163.8478	100.1743	0	180.7931	105.6739	0	0	0	0.1545	0.0203	0	0.045	0.4642	0.7945	0.8889	0.8889	1.0175	0.376	 
8937-8	8937	SCT_0318	2010_oh_8937_fruit-t.jpg	8	12.7978	10.959	3.6576	3.6703	3.7338	3.7973	1.0346	1.0208	0.809	0.7847	1.031	0.984	0.9717	0.4995	.	0.0107	200.5628	98.7816	0.0099	173.9723	96.5892	0	0	0	0.1096	0.0216	0	0.0255	0.4832	0.7987	0.9119	0.8848	1.0625	0.3838	 
8937-9	8937	SCT_0318	2010_oh_8937_fruit-t.jpg	9	11.4286	8.9814	3.4417	3.5179	3.0988	3.2639	0.9278	0.9004	0.9077	0.7454	1.2178	0.9706	0.9651	0.5098	.	0.0311	227.2725	126.8148	0.0427	160.4126	121.0158	0.0093	0.1237	0	0.197	0.0315	0	0.0816	0.428	0.7578	0.8899	0.8858	0.8981	0.409	 
8938-1	8938	SCT_0319	2010_oh_8938_fruit-t.jpg	1	16.578	17.469	5.1181	5.1943	3.6957	4.191	0.8068	0.7221	0.9181	0.7866	1.1672	0.9538	0.9117	0.5612	.	0.0455	246.5765	164.4132	0.0385	172.944	117.6688	0	0	0	0.207	0.0499	0	0.1197	0.4061	0.7052	0.8855	0.8889	0.725	0.4616	 
8938-2	8938	SCT_0319	2010_oh_8938_fruit-t.jpg	2	15.3285	15.0596	4.9022	4.953	3.2258	3.7973	0.7667	0.658	0.9093	0.7927	1.1471	0.9533	0.8945	0.5485	.	0.0971	251.2915	159.1637	0.1263	173.1651	124.7769	0	0	0	0.1681	0.0487	0	0.1044	0.4348	0.6779	0.886	0.886	0.6558	0.4767	 
8938-3	8938	SCT_0319	2010_oh_8938_fruit-t.jpg	3	14.3438	14.0072	4.318	4.318	3.7719	4.064	0.9412	0.8735	0.8824	0.7971	1.107	0.9639	0.9595	0.5405	.	0.0429	237.2591	135.6277	0.053	175.9728	108.3172	0	0	0	0.1297	0.0649	0	0.0799	0.4656	0.7398	0.8906	0.8839	0.8676	0.4195	 
8938-4	8938	SCT_0319	2010_oh_8938_fruit-t.jpg	4	15.6964	15.1558	4.7625	4.8133	3.3909	3.9624	0.8232	0.712	0.872	0.84	1.0381	0.9574	0.917	0.5446	.	0.0708	229.8775	147.1154	0.0882	196.6728	121.0236	0.0042	0.0253	0	0.1481	0.0669	0	0.074	0.4307	0.6945	0.8963	0.8963	0.7297	0.4656	 
8938-5	8938	SCT_0319	2010_oh_8938_fruit-t.jpg	5	15.084	15.4461	4.5466	4.6101	3.8481	4.1148	0.8926	0.8464	0.8855	0.8128	1.0893	0.9722	0.9585	0.5464	.	0.0417	241.0121	128.1258	0.0404	171.1233	118.8478	0.0061	0.0065	0	0.1709	0.0278	0	0.0693	0.4444	0.743	0.8889	0.8824	0.8392	0.4371	 
8938-6	8938	SCT_0319	2010_oh_8938_fruit-t.jpg	6	13.7269	12.9458	3.9878	4.0259	3.6576	3.8989	0.9685	0.9172	0.9045	0.8185	1.1051	0.9659	0.9632	0.5483	.	0.0228	207.4188	131.2219	0.0245	175.1059	109.4073	0	0	0	0.182	0.0471	0	0.0785	0.4235	0.7516	0.8915	0.888	0.92	0.4374	 
8938-7	8938	SCT_0319	2010_oh_8938_fruit-t.jpg	7	12.7202	11.0113	4.0132	4.0259	3.2258	3.4798	0.8644	0.8038	0.8703	0.7658	1.1364	0.9702	0.9342	0.4977	.	0.0403	219.2003	141.6969	0.0624	175.5163	121.9479	0	0	0	0.1691	0.0711	0	0.0769	0.4599	0.7399	0.8899	0.886	0.8016	0.4144	 
8938-8	8938	SCT_0319	2010_oh_8938_fruit-t.jpg	8	12.82	11.3038	3.8354	3.8735	3.4036	3.5687	0.9213	0.8874	0.9073	0.7914	1.1464	0.9724	0.9663	0.5469	.	0.0356	229.092	130.4349	0.0388	167.1027	110.7414	0	0	0	0.2245	0.0192	0	0.075	0.3915	0.7643	0.8954	0.888	0.8917	0.4244	 
8938-9	8938	SCT_0319	2010_oh_8938_fruit-t.jpg	9	12.245	10.3622	3.6957	3.7211	3.2766	3.4417	0.9249	0.8866	0.8832	0.7904	1.1174	0.9751	0.965	0.5344	.	0.05	225.5146	125.6601	0.0738	170.1761	115.5789	0	0	0	0.1686	0.0175	0	0.0601	0.4465	0.763	0.8918	0.8879	0.8879	0.4158	 
8939-1	8939	SCT_0320	2010_oh_8939_fruit-t.jpg	1	23.1635	35.3251	7.1882	7.1882	5.3594	5.9944	0.8339	0.7456	0.9046	0.788	1.148	0.9607	0.929	0.5601	.	0.0827	240.1439	146.3559	0.1046	180	118.7904	0	0	0	0.1424	0.0255	0	0.0718	0.5	0.7149	0.8889	0.8889	0.75	0.4602	 
8939-2	8939	SCT_0320	2010_oh_8939_fruit-t.jpg	2	22.2455	32.149	6.7818	6.8834	5.1054	5.715	0.8303	0.7528	0.9176	0.8165	1.1239	0.9595	0.9246	0.5783	.	0.0756	230.2838	149.9173	0.108	176.1147	118.4248	0	0	0	0.2107	0.0168	0	0.0731	0.4133	0.7143	0.8889	0.8889	0.7547	0.4654	 
8939-3	8939	SCT_0320	2010_oh_8939_fruit-t.jpg	3	21.0463	30.1974	6.35	6.3754	5.4356	5.842	0.9163	0.856	0.884	0.812	1.0887	0.9685	0.9593	0.5549	.	0.0457	213.0433	132.1023	0.0769	170.838	114.6937	0	0	0	0.141	0.0418	0	0.0426	0.4696	0.7424	0.8901	0.8854	0.85	0.4295	 
8939-4	8939	SCT_0320	2010_oh_8939_fruit-t.jpg	4	21.5518	31.4051	6.604	6.6294	5.207	5.7658	0.8697	0.7885	0.8923	0.8385	1.0642	0.9662	0.9395	0.5621	.	0.0507	226.9031	130.7177	0.0661	185.7026	123.0181	0.0043	0.0199	0	0.1481	0.0183	0	0.0438	0.4581	0.7168	0.8901	0.8804	0.7788	0.4563	 
8939-5	8939	SCT_0320	2010_oh_8939_fruit-t.jpg	5	21.345	30.0367	6.5024	6.5786	4.8768	5.5372	0.8417	0.75	0.9258	0.8594	1.0773	0.955	0.9192	0.5837	.	0.0758	216.0725	147.5275	0.1499	185.7202	132.5244	0.0032	0.0112	0	0.1751	0.0289	0	0.0542	0.4358	0.7005	0.8889	0.8837	0.7451	0.4769	 
8939-6	8939	SCT_0320	2010_oh_8939_fruit-t.jpg	6	20.9676	29.7845	6.35	6.4008	5.2324	5.6896	0.8889	0.824	0.864	0.844	1.0237	0.9697	0.951	0.5514	.	0.0538	213.1744	122.9078	0.0771	177.2057	122.0602	0.0108	0.0184	0.0815	0	0.018	0.0203	0	0.4777	0.7354	0.8913	0.8865	0.82	0.442	 
8939-7	8939	SCT_0320	2010_oh_8939_fruit-t.jpg	7	19.51	26.0303	5.8166	5.8674	5.1816	5.5626	0.9481	0.8908	0.8865	0.786	1.1278	0.9704	0.9662	0.5347	.	0.0479	197.1966	126.7143	0.0778	169.0802	110.958	0	0	0	0.1303	0.0218	0	0.0555	0.5023	0.7431	0.8901	0.8852	0.8901	0.4261	 
8939-8	8939	SCT_0320	2010_oh_8939_fruit-t.jpg	8	20.4988	28.1819	6.0452	6.1214	5.1816	5.6642	0.9253	0.8571	0.9286	0.7899	1.1755	0.9609	0.9565	0.5505	.	0.0471	221.464	137.8603	0.0755	173.5876	104.2663	0.0027	0.0195	0	0.1934	0.0246	0	0.072	0.435	0.7297	0.8901	0.8852	0.8526	0.4466	 
8940-1	8940	SCT_0302	2010_oh_8940_fruit-t.jpg	1	24.3156	36.8309	5.3848	5.6388	8.128	8.6106	1.527	1.5094	0.9528	0.6604	1.4429	0.9465	0.8525	0.4371	.	0.0324	231.1795	79.3776	0.0582	135.5979	56.9531	0	0	0	0.2986	0.0864	0	0.1907	0.3569	0.7574	0.9014	0.8828	1.5238	0.4083	 
8940-2	8940	SCT_0302	2010_oh_8940_fruit-t.jpg	2	23.7162	36.6393	5.6642	5.6642	8.0518	8.255	1.4574	1.4215	0.861	0.7713	1.1163	0.9621	0.8845	0.5156	.	0.0325	242.5241	75.6622	0.0708	184.2816	65.7494	0.0202	0.0224	0	0.1252	0.0308	0	0.0684	0.4369	0.7778	0.8936	0.8842	1.4318	0.3866	 
8940-3	8940	SCT_0302	2010_oh_8940_fruit-t.jpg	3	24.472	35.3703	4.9276	5.0292	8.7376	8.9916	1.7879	1.7732	0.8454	0.7423	1.1389	0.9497	0.808	0.4754	.	0.0354	252.6624	45.4712	0.064	158.2747	57.3232	0	0	0	0.0947	0.0395	0	0.0988	0.565	0.7762	0.8896	0.8867	1.7792	0.3955	 
8940-4	8940	SCT_0302	2010_oh_8940_fruit-t.jpg	4	24.9241	36.7683	5.0546	5.1054	9.3218	9.4996	1.8607	1.8442	0.794	0.6884	1.1533	0.9539	0.804	0.451	.	0.0174	219.4736	34.1543	0.0258	142.2636	62.0785	0.0121	0.601	0	0.1663	0.0352	0	0.1003	0.4706	0.7828	0.8902	0.8848	1.8481	0.3642	 
8940-5	8940	SCT_0302	2010_oh_8940_fruit-t.jpg	5	23.3873	34.9683	5.5118	5.715	7.6962	8.1026	1.4178	1.3963	0.9447	0.6498	1.4539	0.9502	0.8874	0.4763	.	0.0424	237.3449	85.0045	0.0773	130.685	76.3437	0.0129	0.5077	0	0.2573	0.0312	0	0.1864	0.4451	0.7547	0.8824	0.8791	1.3953	0.4018	 
8940-6	8940	SCT_0302	2010_oh_8940_fruit-t.jpg	6	22.7401	32.4303	5.0038	5.0546	7.7978	8.2296	1.6281	1.5584	0.9086	0.7513	1.2095	0.9461	0.8449	0.4998	.	0.0318	220.1525	64.9456	0.0656	108.7182	65.2472	0.0026	0.1303	0	0.1499	0.0955	0	0.1226	0.4444	0.7554	0.8905	0.8809	1.5641	0.4053	 
8941-1	8941	SCT_0328	2010_oh_8941_fruit-t.jpg	1	10.7033	6.9727	2.3749	2.4003	3.6068	3.6322	1.5132	1.5187	0.877	0.7914	1.1081	0.9606	0.8638	0.5258	.	0	184.7827	72.2018	0	152.0675	72.9207	0	0	0	0.1089	0.0209	0	0.0626	0.5194	0.7789	0.8845	0.874	1.48	0.395	 
8941-2	8941	SCT_0328	2010_oh_8941_fruit-t.jpg	2	9.3682	5.6022	2.1336	2.1717	3.2385	3.2639	1.5029	1.5179	0.8452	0.8095	1.0441	0.9627	0.8641	0.5234	.	0	168.9419	66.551	0	165.374	74.5872	0	0	0	0.1351	0.0088	0	0.0363	0.4831	0.7969	0.8947	0.887	1.5224	0.3819	 
8941-3	8941	SCT_0328	2010_oh_8941_fruit-t.jpg	3	9.1851	5.5184	2.159	2.1971	3.1369	3.1623	1.4393	1.4529	0.8765	0.7882	1.1119	0.9651	0.8792	0.5041	.	0.0039	204.0297	75.017	0.0038	159.4104	70.9828	0	0	0	0.128	0.0149	0	0.0413	0.5117	0.7903	0.8909	0.8829	1.4412	0.3881	 
8941-4	8941	SCT_0328	2010_oh_8941_fruit-t.jpg	4	8.6679	5.2108	2.2606	2.286	2.921	2.9337	1.2833	1.2921	0.8708	0.7247	1.2016	0.9711	0.9147	0.498	.	0.0022	178.2767	90.6551	0.0003	165.9834	82.694	0	0	0	0.1923	0.0231	0	0.0625	0.4329	0.8	0.8932	0.8889	1.2958	0.3648	 
8941-5	8941	SCT_0328	2010_oh_8941_fruit-t.jpg	5	8.6697	4.6602	2.0701	2.0955	2.8067	2.8448	1.3576	1.3558	0.8037	0.816	0.985	0.9743	0.8997	0.5097	.	0	184.4403	75.6874	0	157.5856	86.6582	0	0	0.1122	0	0.0039	0.0136	0	0.5	0.7534	0.8796	0.8485	1.2727	0.3972	 
8941-6	8941	SCT_0328	2010_oh_8941_fruit-t.jpg	6	8.4896	4.935	2.0447	2.0701	2.9591	2.9718	1.4356	1.4472	0.8634	0.8261	1.0451	0.9643	0.8831	0.5128	.	0	176.2968	80.4051	0	161.3521	79.3995	0	0	0	0.0774	0.0152	0	0.0252	0.5342	0.7897	0.8889	0.8804	1.4375	0.3954	 
8941-7	8941	SCT_0328	2010_oh_8941_fruit-t.jpg	7	8.1309	4.6858	2.1463	2.1463	2.7178	2.7178	1.2663	1.2663	0.8462	0.8225	1.0288	0.9756	0.926	0.5169	.	0	170.7238	87.9774	0	163.3294	91.8532	0	0	0	0.114	0.007	0	0.02	0.4766	0.7981	0.8901	0.8854	1.2687	0.3842	 
8941-8	8941	SCT_0328	2010_oh_8941_fruit-t.jpg	8	7.8974	4.216	1.9431	1.9558	2.7432	2.7559	1.4091	1.4118	0.7778	0.8039	0.9675	0.9625	0.8819	0.5059	.	0.0069	198.5499	68.0909	0.0057	164.6164	76.4668	0	0	0.1602	0	0.034	0.0268	0	0.553	0.7963	0.8912	0.8866	1.4333	0.3798	 
8941-9	8941	SCT_0328	2010_oh_8941_fruit-t.jpg	9	7.7945	4.3313	2.1082	2.1209	2.5273	2.54	1.1976	1.1988	0.8735	0.7831	1.1154	0.9764	0.9384	0.5165	.	0	180.1195	96.362	0.0015	168.3068	85.241	0	0	0	0.1131	0.0029	0	0.0286	0.49	0.794	0.8927	0.8827	1.197	0.39	 
8942-1	8942	SCT_0359	2010_oh_8942_fruit-t.jpg	1	16.8503	17.6658	5.8928	5.9436	3.0734	3.6576	0.6154	0.5216	0.9267	0.8147	1.1376	0.9359	0.8219	0.5813	.	0.0909	208.6883	177.971	0.1625	173.5872	144.8847	0.0004	0.0175	0	0.1627	0.0316	0	0.0452	0.4514	0.6713	0.8889	0.8889	0.5217	0.4933	 
8942-2	8942	SCT_0359	2010_oh_8942_fruit-t.jpg	2	15.391	14.6509	5.207	5.2324	2.794	3.5052	0.6699	0.5366	0.9415	0.8049	1.1697	0.9316	0.8322	0.5854	.	0.1053	218.9623	175.723	0.1916	177.9095	147.2939	0.0925	0.0608	0	0.1899	0.052	0	0.048	0.4348	0.6423	0.898	0.8889	0.5432	0.507	 
8942-3	8942	SCT_0359	2010_oh_8942_fruit-t.jpg	3	16.641	17.6658	5.7912	5.8928	3.4544	3.8608	0.6552	0.5965	0.9035	0.7588	1.1908	0.9444	0.8418	0.5067	.	0.0531	194.0456	173.42	0.1216	186.7955	137.7919	0.0022	0.0197	0	0.1793	0.0806	0	0.0609	0.4539	0.7152	0.9	0.8852	0.5934	0.4362	 
8942-4	8942	SCT_0359	2010_oh_8942_fruit-t.jpg	4	16.0216	16.2729	5.334	5.3848	3.2258	3.7338	0.6934	0.6048	0.9286	0.7952	1.1677	0.9484	0.8578	0.5628	.	0.0684	213.5093	169.3507	0.1181	172.649	136.055	0	0.0107	0	0.151	0.0307	0	0.0488	0.4762	0.6849	0.8929	0.8772	0.5952	0.4769	 
8942-5	8942	SCT_0359	2010_oh_8942_fruit-t.jpg	5	15.6265	15.6942	5.2578	5.2832	3.2004	3.5814	0.6779	0.6087	0.9227	0.8261	1.117	0.9459	0.854	0.5872	.	0.0781	222.1072	172.9933	0.1274	183.3696	137.7019	0.0012	0.0107	0	0.163	0.0221	0	0.0421	0.4397	0.7143	0.8929	0.885	0.6098	0.4705	 
8942-6	8942	SCT_0359	2010_oh_8942_fruit-t.jpg	6	14.6341	14.3438	5.0038	5.0038	3.2258	3.6068	0.7208	0.6447	0.8579	0.8173	1.0497	0.9524	0.8709	0.5183	.	0.0504	195.349	161.9513	0.3841	188.2312	139.2061	0.0058	0.0234	0.1228	0	0.0593	0.042	0	0.5	0.7092	0.8929	0.8772	0.641	0.4489	 
8942-7	8942	SCT_0359	2010_oh_8942_fruit-t.jpg	7	14.8311	14.1355	5.0546	5.08	3.0226	3.3782	0.665	0.598	0.9196	0.8392	1.0958	0.9468	0.8501	0.5873	.	0.0575	197.3736	169.2263	0.099	174.5183	139.5231	0.0078	0.0192	0	0.1686	0.0333	0	0.0382	0.4286	0.7121	0.8952	0.8785	0.5949	0.4676	 
8942-8	8942	SCT_0359	2010_oh_8942_fruit-t.jpg	8	14.6954	14.1045	5.0038	5.0292	3.1242	3.4544	0.6869	0.6244	0.9086	0.7868	1.1548	0.9531	0.8662	0.5668	.	0.0735	200.7276	160.733	0.1455	177.0702	136.0814	0	0	0	0.1486	0.0087	0	0.041	0.4926	0.7111	0.8889	0.8727	0.6154	0.462	 
8942-9	8942	SCT_0359	2010_oh_8942_fruit-t.jpg	9	11.8739	9.5264	3.937	3.9624	2.6924	2.9464	0.7436	0.6839	0.9032	0.8	1.129	0.9563	0.8931	0.5577	.	0.061	206.4761	152.8641	0.1138	160.9651	133.0341	0.0054	0.0352	0	0.1872	0.0263	0	0.0257	0.431	0.7304	0.8842	0.8842	0.6885	0.4549	 
8943-1	8943	SCT_0364	2010_oh_8943_fruit-t.jpg	1	13.7218	12.3779	4.2672	4.2672	3.0861	3.5052	0.8214	0.7232	0.8869	0.8482	1.0456	0.9574	0.9181	0.5753	.	0.0582	245.352	140.4089	0.0582	192.0676	130.2295	0.0193	0.0181	0	0.1057	0.0291	0	0.0374	0.4928	0.6982	0.8889	0.8807	0.7164	0.4734	 
8943-2	8943	SCT_0364	2010_oh_8943_fruit-t.jpg	2	12.5937	10.3855	3.9624	4.0005	2.8194	3.2131	0.8032	0.7115	0.8878	0.8269	1.0736	0.9614	0.9149	0.5516	.	0.0635	250.8906	139.8758	0.075	183.2318	127.8517	0.0169	0.0609	0	0.0877	0.0331	0	0.0488	0.5415	0.6984	0.8889	0.8889	0.7097	0.4676	 
8943-3	8943	SCT_0364	2010_oh_8943_fruit-t.jpg	3	12.4706	10.5779	3.9116	3.937	3.0861	3.302	0.8387	0.789	0.8961	0.789	1.1358	0.9696	0.935	0.5486	.	0.054	244.3871	137.2811	0.0521	185.7919	121.5418	0.0003	0.0053	0	0.1654	0.0295	0	0.0612	0.4346	0.7413	0.8889	0.8807	0.7805	0.4344	 
8943-4	8943	SCT_0364	2010_oh_8943_fruit-t.jpg	4	11.8271	9.5158	3.5306	3.556	2.9845	3.2639	0.9179	0.8453	0.8705	0.8381	1.0386	0.9705	0.9571	0.5391	.	0.0486	236.0369	126.8326	0.0678	172.1243	117.988	0.0073	0.0236	0	0.0748	0.0431	0	0.0469	0.5447	0.7266	0.89	0.8815	0.8378	0.4503	 
8943-5	8943	SCT_0364	2010_oh_8943_fruit-t.jpg	5	11.923	9.5421	3.7973	3.81	2.7432	3.0734	0.8067	0.7224	0.8562	0.8261	1.0364	0.9642	0.9184	0.5445	.	0.0723	245.4854	138.7478	0.0928	173.1579	132.0614	0	0	0	0.0964	0.0356	0	0.0415	0.5165	0.7137	0.8912	0.8866	0.7227	0.4566	 
8943-6	8943	SCT_0364	2010_oh_8943_fruit-t.jpg	6	11.3637	8.6969	3.556	3.5814	2.8067	3.0353	0.8475	0.7893	0.8214	0.875	0.9388	0.9655	0.9322	0.5271	.	0.0462	252.6013	125.8289	0.0304	188.325	128.6744	0	0	0.1344	0	0.0483	0.042	0	0.5021	0.7395	0.8889	0.8889	0.7857	0.4258	 
8943-7	8943	SCT_0364	2010_oh_8943_fruit-t.jpg	7	11.0614	8.3761	3.3401	3.4036	2.8067	3.0099	0.8843	0.8403	0.9087	0.8099	1.1221	0.9669	0.9456	0.5243	.	0.0466	204.1103	136.4962	0.068	197.313	113.6473	0.0073	0.0272	0	0.2062	0.0613	0	0.0607	0.4093	0.7458	0.8889	0.8844	0.8462	0.4464	 
8943-8	8943	SCT_0364	2010_oh_8943_fruit-t.jpg	8	11.0119	8.1818	3.4417	3.4671	2.6416	2.9337	0.8462	0.7675	0.8893	0.7934	1.1209	0.9607	0.9307	0.5514	.	0.0414	214.8581	147.1683	0.0515	175.2549	118.3409	0.0099	0.0185	0	0.1614	0.0473	0	0.0564	0.4545	0.7217	0.8877	0.8877	0.7685	0.4448	 
8943-9	8943	SCT_0364	2010_oh_8943_fruit-t.jpg	9	10.2073	7.2458	3.1623	3.175	2.5908	2.7559	0.868	0.8193	0.8715	0.8313	1.0483	0.9692	0.9451	0.551	.	0.0346	222.222	130.5823	0.0441	190.1467	125.6872	0.0027	0.0216	0	0.0878	0.0393	0	0.0368	0.5161	0.75	0.8852	0.8852	0.8182	0.4392	 
