Tomato Analyzer - Color Data																
Plot #	Plot #	SCT #	Plot File Name	Fruit No.	Parameter 1  (% surface w/ Hue 70-100)	Parameter 2  (% surface w/ Hue 0-50)	Avg. Red	Avg. Green	Avg. Blue	Avg. Luminosity	Avg. L	Avg. a	Avg. b	 Avg. Hue	Avg. Chroma	comment
unique#	Plot #	sct#	image files	Fruit	SP:0000351	SP:0000350	SP:0000352	SP:0000355	SP:0000356	SP:0000360	SP:0000357	SP:0000358	SP:0000359	SP:0000361	SP:0000362	
8997-4	8997	SCT_0312	2010_oh_8997_fruit-c.jpg	4	3.41	70.82	124.7095	67.7046	51.4056	82.8664	34.3773	26.2748	21.6069	39.432	34.018	
8997-5	8997	SCT_0312	2010_oh_8997_fruit-c.jpg	5	1.51	86.73	119.6188	59.1732	47.4389	78.6005	31.6316	28.6862	20.398	35.4156	35.1991	
8997-6	8997	SCT_0312	2010_oh_8997_fruit-c.jpg	6	3.46	80.95	135.7471	72.7763	57.521	90.9368	37.2662	28.6875	21.9537	37.4257	36.1239	
8997-7	8997	SCT_0312	2010_oh_8997_fruit-c.jpg	7	4.55	67.53	146.6003	80.7378	59.9917	97.2133	40.6791	29.0225	25.0147	40.7582	38.315	
8997-8	8997	SCT_0312	2010_oh_8997_fruit-c.jpg	8	2.21	85.36	127.8794	65.201	52.7741	84.9266	34.3475	29.2625	20.8749	35.5028	35.9452	
8997-9	8997	SCT_0312	2010_oh_8997_fruit-c.jpg	9	2.42	84.12	123.6792	63.1132	50.0262	81.707	33.2201	28.3797	20.9627	36.4514	35.2823	
8998-1	8998	SCT_0314	2010_oh_8998_fruit-c.jpg	1	4.73	66.7	137.8199	79.8883	61.9669	93.9932	39.259	25.8671	21.9554	40.3239	33.9286	
8998-2	8998	SCT_0314	2010_oh_8998_fruit-c.jpg	2	2.18	79.63	128.6433	69.8133	55.9093	86.8295	35.4449	27.1324	20.4832	37.0504	33.996	
8998-3	8998	SCT_0314	2010_oh_8998_fruit-c.jpg	3	3.26	64.15	139.3783	80.8169	62.3746	94.9394	39.6742	25.9956	22.2365	40.5435	34.2087	
8998-4	8998	SCT_0314	2010_oh_8998_fruit-c.jpg	4	2.21	75.89	137.1359	75.0567	57.583	91.5769	37.9902	27.9898	22.791	39.1547	36.0951	
8998-5	8998	SCT_0314	2010_oh_8998_fruit-c.jpg	5	1.5	69.57	130.3845	71.0247	55.2758	87.3178	36.0713	27.1744	21.6098	38.4926	34.7194	
8998-6	8998	SCT_0314	2010_oh_8998_fruit-c.jpg	6	3.56	73.82	136.3577	76.8358	59.7341	92.2779	38.3205	26.7721	21.9725	39.3765	34.6344	
8998-7	8998	SCT_0314	2010_oh_8998_fruit-c.jpg	7	2.16	76.82	121.1976	65.2002	50.5287	80.7966	33.2866	26.1208	20.6955	38.3898	33.3257	
8998-8	8998	SCT_0314	2010_oh_8998_fruit-c.jpg	8	1.37	69.32	139.6812	75.3316	56.8746	92.4947	38.359	28.8579	23.7842	39.4948	37.3961	
8998-9	8998	SCT_0314	2010_oh_8998_fruit-c.jpg	9	1.58	64.55	134.5263	78.9335	62.3363	92.6334	38.5694	24.9748	20.7771	39.7578	32.4874	
8999-1	8999	SCT_0321	2010_oh_8999_fruit-c.jpg	1	9.78	39.34	114.3499	63.7903	42.119	73.5695	31.9195	23.2448	23.552	45.3761	33.0911	
8999-2	8999	SCT_0321	2010_oh_8999_fruit-c.jpg	2	13.08	49.56	113.1675	63.7911	44.5827	74.1785	31.7627	22.8154	21.8694	43.7871	31.604	
8999-3	8999	SCT_0321	2010_oh_8999_fruit-c.jpg	3	11.15	41.84	106.0201	61.3342	42.8064	70.0089	30.0923	20.9092	20.7371	44.7632	29.4487	
8999-4	8999	SCT_0321	2010_oh_8999_fruit-c.jpg	4	5.21	59.01	120.3163	62.5445	43.501	77.0282	32.5245	26.8018	23.6436	41.4176	35.7401	
8999-5	8999	SCT_0321	2010_oh_8999_fruit-c.jpg	5	9.8	52.74	114.9939	63.3521	44.1441	74.8475	31.9412	23.9722	22.4437	43.1139	32.8387	
8999-6	8999	SCT_0321	2010_oh_8999_fruit-c.jpg	6	17.49	28.3	114.5889	68.9019	46.0614	75.5482	33.2373	20.5652	22.9105	48.0879	30.7866	
8999-7	8999	SCT_0321	2010_oh_8999_fruit-c.jpg	7	18.51	24.41	116.2029	68.6151	41.4749	74.1733	33.277	21.06	25.4458	50.3875	33.0305	
8999-8	8999	SCT_0321	2010_oh_8999_fruit-c.jpg	8	10.14	32.07	121.2153	68.513	44.0657	77.6973	34.0496	23.6618	25.1138	46.7051	34.5048	
8999-9	8999	SCT_0321	2010_oh_8999_fruit-c.jpg	9	14.57	38.46	110.5811	65.0804	44.343	72.8617	31.6949	20.9321	21.9263	46.3288	30.3136	
9000-1	9000	SCT_0322	2010_oh_9000_fruit-c.jpg	1	1.27	0	140.4086	144.5322	99.2662	115.0658	57.1277	-6.9524	24.1159	106.0817	25.0981	
9000-2	9000	SCT_0322	2010_oh_9000_fruit-c.jpg	2	1.36	0	144.866	148.4478	101.7835	118.106	58.6303	-6.8785	24.7382	105.5388	25.6767	
9000-3	9000	SCT_0322	2010_oh_9000_fruit-c.jpg	3	2.11	0	161.3303	164.1037	107.6149	128.3294	64.3028	-7.8033	29.1273	104.9975	30.1545	
9000-4	9000	SCT_0322	2010_oh_9000_fruit-c.jpg	4	1.92	0	158.4608	159.6462	98.34	121.9692	62.7241	-7.7207	31.6651	103.7027	32.5927	
9000-5	9000	SCT_0322	2010_oh_9000_fruit-c.jpg	5	2.4	0	160.7847	161.9529	100.3883	124.1283	63.644	-7.6897	31.732	103.622	32.6504	
9000-6	9000	SCT_0322	2010_oh_9000_fruit-c.jpg	6	0.3	0.01	152.6239	156.2863	101.7681	121.6274	61.3834	-7.9905	28.2763	105.7795	29.3836	
9001-1	9001	SCT_0323	2010_oh_9001_fruit-c.jpg	1	9.44	0	132.4959	127.5341	41.2567	81.8635	51.0878	-6.9004	43.9765	98.9177	44.5146	
9001-2	9001	SCT_0323	2010_oh_9001_fruit-c.jpg	2	12.62	0	131.1749	124.758	40.1621	80.7015	50.1461	-6.0426	43.618	97.8873	44.0346	
9001-3	9001	SCT_0323	2010_oh_9001_fruit-c.jpg	3	26.93	0	145.9414	135.4907	40.4713	87.7264	54.5135	-4.9752	47.6581	95.9597	47.9171	
9001-4	9001	SCT_0323	2010_oh_9001_fruit-c.jpg	4	25.51	0	146.2811	137.4537	38.4348	86.9761	55.073	-5.9965	48.725	97.016	49.0926	
9001-5	9001	SCT_0323	2010_oh_9001_fruit-c.jpg	5	18.3	0	146.7913	138.3574	35.0315	85.5821	55.3487	-6.455	50.1808	97.33	50.5942	
9001-6	9001	SCT_0323	2010_oh_9001_fruit-c.jpg	6	27.35	0	155.1862	144.8722	40.6773	92.1806	57.9462	-5.8149	50.6189	96.5532	50.9518	
9001-7	9001	SCT_0323	2010_oh_9001_fruit-c.jpg	7	15.95	0	153.9839	146.2634	40.26	91.4706	58.2334	-7.2922	51.2998	98.0903	51.8155	
9001-8	9001	SCT_0323	2010_oh_9001_fruit-c.jpg	8	6.97	0	147.1853	140.4078	35.1771	85.8384	55.971	-7.5626	51.0939	98.4195	51.6505	
9001-9	9001	SCT_0323	2010_oh_9001_fruit-c.jpg	9	8.56	0	136.3146	131.0807	43.8186	84.9045	52.424	-7.0227	44.7566	98.9175	45.3042	
9002-1	9002	SCT_0324	2010_oh_9002_fruit-c.jpg	1	3.65	0	137.0966	136.1663	72.6059	99.3695	53.9086	-6.8952	33.7395	101.5502	34.4369	
9002-2	9002	SCT_0324	2010_oh_9002_fruit-c.jpg	2	12.06	0	126.5504	123.3478	60.0522	88.2119	49.2152	-5.583	34.0769	99.3045	34.5312	
9002-3	9002	SCT_0324	2010_oh_9002_fruit-c.jpg	3	14.62	0.01	128.7886	124.648	53.3139	85.9833	49.6759	-5.8767	37.5967	98.884	38.0533	
9002-4	9002	SCT_0324	2010_oh_9002_fruit-c.jpg	4	3.22	0	126.2578	124.2733	64.2495	90.0238	49.4439	-6.0139	32.6279	100.4434	33.1775	
9002-5	9002	SCT_0324	2010_oh_9002_fruit-c.jpg	5	5.99	0.01	126.1802	123.9784	66.5775	91.087	49.361	-5.5288	31.2828	100.0227	31.7676	
9002-6	9002	SCT_0324	2010_oh_9002_fruit-c.jpg	6	9.25	0.01	129.7151	126.5009	60.1737	89.6253	50.3354	-6.0389	35.5486	99.6412	36.0579	
9003-1	9003	SCT_0285	2010_oh_9003_fruit-c.jpg	1	2.53	49.68	128.2721	67.7925	45.7254	81.8577	34.8401	27.3229	25.3904	42.9005	37.2989	
9003-2	9003	SCT_0285	2010_oh_9003_fruit-c.jpg	2	7.08	51.8	123.73	68.2499	47.2043	80.4082	34.2597	25.0305	23.6749	43.4057	34.4532	
9003-3	9003	SCT_0285	2010_oh_9003_fruit-c.jpg	3	3.78	45.39	116.2443	62.2912	41.9697	74.3616	31.7227	24.957	23.5367	43.3223	34.3049	
9003-4	9003	SCT_0285	2010_oh_9003_fruit-c.jpg	4	7.84	22.95	142.7375	82.3046	53.8485	92.4899	40.3845	25.8528	27.8116	47.0905	37.9717	
9004-1	9004	SCT_0288	2010_oh_9004_fruit-c.jpg	1	23.4533	14.3687	135.59	85.1249	54.5711	89.4653	41.0769	15.0026	28.3523	63.6003	33.0275	
9004-2	9004	SCT_0288	2010_oh_9004_fruit-c.jpg	2	18.2128	23.8322	118.482	72.1773	49.6224	79.0974	35.4011	14.6246	23.5167	59.6865	28.4579	
9004-3	9004	SCT_0288	2010_oh_9004_fruit-c.jpg	3	71.2577	1.86805	125.993	96.5367	62.1968	88.5687	42.8842	4.66957	26.1816	81.1082	27.5192	
9004-4	9004	SCT_0288	2010_oh_9004_fruit-c.jpg	4	28.8283	13.0265	105.713	66.066	41.7517	69.3885	32.0177	12.0576	23.3889	63.7011	26.965	
9005-1	9005	SCT_0291	2010_oh_9005_fruit-c.jpg	1	2.71	30.71	153.3922	85.1428	56.235	98.6424	42.4792	29.1086	29.3277	45.2148	41.321	
9005-2	9005	SCT_0291	2010_oh_9005_fruit-c.jpg	2	8.87	34.64	141.3119	83.0817	56.8528	93.2486	40.3294	25.0669	26.184	46.2487	36.2485	
9005-3	9005	SCT_0291	2010_oh_9005_fruit-c.jpg	3	16.95	17.91	142.5663	87.4877	56.7897	93.8011	41.5263	23.0343	27.6565	50.2101	35.9925	
9005-4	9005	SCT_0291	2010_oh_9005_fruit-c.jpg	4	4.38	17.84	147.675	85.4149	55.2022	95.4422	41.7624	26.3963	28.8835	47.5762	39.1283	
9005-5	9005	SCT_0291	2010_oh_9005_fruit-c.jpg	5	29.33	12.1	148.8543	93.7323	57.5118	97.1118	43.9082	22.1584	30.0742	53.6176	37.3557	
9005-6	9005	SCT_0291	2010_oh_9005_fruit-c.jpg	6	6.39	33.96	143.7208	79.4463	51.231	91.731	39.7716	27.8148	28.6617	45.8592	39.9394	
9005-7	9005	SCT_0291	2010_oh_9005_fruit-c.jpg	7	13.81	16.2	139.8746	85.0986	54.2423	91.3441	40.4792	22.9809	27.6833	50.3027	35.979	
9005-8	9005	SCT_0291	2010_oh_9005_fruit-c.jpg	8	12.24	23.3	139.3539	81.0233	50.8657	89.5056	39.4884	24.9045	28.3034	48.655	37.7004	
9005-9	9005	SCT_0291	2010_oh_9005_fruit-c.jpg	9	7.18	23.21	140.1967	82.0096	53.7623	91.2615	39.8796	24.9551	27.2951	47.5642	36.9835	
9006-1	9006	SCT_0309	2010_oh_9006_fruit-c.jpg	1	8.75	56.08	124.4041	70.2337	51.5203	82.706	35.024	24.7165	22.1669	41.8871	33.2006	
9006-2	9006	SCT_0309	2010_oh_9006_fruit-c.jpg	2	10.78	54.8	130.1996	73.9869	53.9258	86.5799	36.73	25.2589	23.0331	42.3611	34.1839	
9006-3	9006	SCT_0309	2010_oh_9006_fruit-c.jpg	3	13.18	28.4	139.2227	84.9977	59.0506	93.2481	40.6554	23.2157	25.164	47.3061	34.2374	
9006-4	9006	SCT_0309	2010_oh_9006_fruit-c.jpg	4	23.83	29.87	123.2914	76.0999	50.1168	81.5964	36.2408	20.4679	24.3193	49.915	31.7862	
9006-5	9006	SCT_0309	2010_oh_9006_fruit-c.jpg	5	14.59	23.42	118.0937	70.5065	44.2432	76.3585	34.0578	21.0226	24.8699	49.7921	32.5647	
9006-6	9006	SCT_0309	2010_oh_9006_fruit-c.jpg	6	18.39	14.52	137.3595	91.7053	66.0985	95.693	42.1424	19.0918	23.0795	50.4018	29.9526	
9007-1	9007	SCT_0292	2010_oh_9007_fruit-c.jpg	1	5.74	47.26	122.7038	66.9075	46.4601	79.5885	33.8711	25.3146	23.7013	43.1148	34.6782	
9007-2	9007	SCT_0292	2010_oh_9007_fruit-c.jpg	2	6.21	39.16	138.5965	73.999	49.299	88.4109	37.9103	28.3413	27.3062	43.9344	39.3555	
9007-3	9007	SCT_0292	2010_oh_9007_fruit-c.jpg	3	9.67	63.43	126.7226	68.6235	51.015	83.629	34.9938	26.3363	22.5433	40.5629	34.667	
9007-4	9007	SCT_0292	2010_oh_9007_fruit-c.jpg	4	18.78	32.59	134.7162	81.8418	57.6262	90.5092	39.2993	22.5871	24.2442	47.0265	33.1355	
9008-1	9008	SCT_0307	2010_oh_9008_fruit-c.jpg	1	3.13	52.36	136.9329	74.7542	53.239	89.4819	37.8224	27.6885	24.9453	42.0166	37.2682	
9008-2	9008	SCT_0307	2010_oh_9008_fruit-c.jpg	2	2.96	65.32	125.7824	67.1298	50.1724	82.7855	34.4177	26.9387	22.3241	39.6485	34.9866	
9008-3	9008	SCT_0307	2010_oh_9008_fruit-c.jpg	3	2.81	42.41	119.4955	67.8867	48.8826	79.2121	33.6453	23.5355	21.8994	42.9377	32.1482	
9008-4	9008	SCT_0307	2010_oh_9008_fruit-c.jpg	4	4.21	66.6	129.6253	69.8864	52.8428	85.8333	35.6917	27.2352	22.4497	39.4984	35.2951	
9008-5	9008	SCT_0307	2010_oh_9008_fruit-c.jpg	5	5.19	32.53	140.2131	82.28	58.3908	93.4388	40.1301	25.1422	24.9142	44.739	35.3956	
9008-6	9008	SCT_0307	2010_oh_9008_fruit-c.jpg	6	2.67	68.51	124.8874	66.6614	50.0289	82.291	34.1907	26.8227	22.0746	39.4538	34.7382	
9009-1	9009	SCT_0313	2010_oh_9009_fruit-c.jpg	1	8.68	52.67	127.1103	70.9468	49.2835	82.9956	35.2876	25.2273	24.0328	43.6109	34.8424	
9009-2	9009	SCT_0313	2010_oh_9009_fruit-c.jpg	2	6.88	58.32	130.716	72.8075	51.9438	85.9207	36.2707	25.9734	23.8102	42.5119	35.2355	
9009-3	9009	SCT_0313	2010_oh_9009_fruit-c.jpg	3	3.65	67.91	132.8335	70.134	51.5857	86.7642	36.0124	28.4295	23.7876	39.92	37.0686	
9009-4	9009	SCT_0313	2010_oh_9009_fruit-c.jpg	4	4.6	51.49	129.2612	72.4416	50.3081	84.4966	35.9504	25.377	24.237	43.6838	35.0916	
9009-5	9009	SCT_0313	2010_oh_9009_fruit-c.jpg	5	4.78	54	130.6869	72.6993	52.2505	86.0787	36.3237	26.0506	23.7058	42.3019	35.2222	
9009-6	9009	SCT_0313	2010_oh_9009_fruit-c.jpg	6	2.74	60.78	134.9583	73.2538	52.7571	88.3113	37.0821	27.652	24.3663	41.3858	36.8557	
9009-7	9009	SCT_0313	2010_oh_9009_fruit-c.jpg	7	3.15	73.72	124.1977	65.595	49.2242	81.5752	33.6844	27.0143	21.9902	39.1464	34.833	
9009-8	9009	SCT_0313	2010_oh_9009_fruit-c.jpg	8	2.15	75.41	126.0901	65.1914	49.2757	82.4752	33.8391	28.1008	22.1928	38.3002	35.8074	
9009-9	9009	SCT_0313	2010_oh_9009_fruit-c.jpg	9	5.41	56.71	126.8983	72.0944	52.5438	84.433	35.6792	24.7636	22.6044	42.3902	33.529	
9010-1	9010	SCT_0286	2010_oh_9010_fruit-c.jpg	1	0.87	83.5	138.4012	71.0665	53.8714	90.4623	37.2202	30.5143	23.9576	38.1364	38.7955	
9010-2	9010	SCT_0286	2010_oh_9010_fruit-c.jpg	2	0.88	81.46	142.8072	74.1733	55.9217	93.5055	38.5763	30.8142	24.5906	38.5909	39.4235	
9010-3	9010	SCT_0286	2010_oh_9010_fruit-c.jpg	3	1.85	71.22	151.3173	85.7768	66.6222	102.5493	42.562	28.7503	23.7323	39.5384	37.28	
9010-4	9010	SCT_0286	2010_oh_9010_fruit-c.jpg	4	1.42	64.55	139.5653	76.1821	56.5968	92.3026	38.5652	28.2826	24.1118	40.4486	37.1657	
9010-5	9010	SCT_0286	2010_oh_9010_fruit-c.jpg	5	1.21	60.31	150.2106	80.0436	57.9006	97.9097	40.9733	30.8276	26.5836	40.7722	40.7067	
9010-6	9010	SCT_0286	2010_oh_9010_fruit-c.jpg	6	2.96	44.01	147.3435	84.666	61.632	98.3388	41.6929	27.1809	25.261	42.9034	37.1069	
9011-1	9011	SCT_0305	2010_oh_9011_fruit-c.jpg	1	1.66	59.87	150.9759	84.7905	63.8134	101.0724	42.1662	28.8395	24.815	40.7104	38.0461	
9011-2	9011	SCT_0305	2010_oh_9011_fruit-c.jpg	2	2.51	61.74	160.2019	88.6197	65.7814	106.342	44.4232	30.8389	26.6615	40.8448	40.7661	
9011-3	9011	SCT_0305	2010_oh_9011_fruit-c.jpg	3	0.9	78.78	143.3639	75.5744	57.368	94.4567	38.9615	30.3444	24.2735	38.6575	38.8585	
9011-4	9011	SCT_0305	2010_oh_9011_fruit-c.jpg	4	3.09	56.39	155.9663	92.3849	71.9567	107.2461	44.7657	27.4274	23.6841	40.8113	36.2382	
9011-5	9011	SCT_0305	2010_oh_9011_fruit-c.jpg	5	3.39	51.79	156.3896	92.5251	71.0135	107.0059	44.8624	27.4646	24.3125	41.5162	36.6797	
9011-6	9011	SCT_0305	2010_oh_9011_fruit-c.jpg	6	1.67	73.25	143.3306	79.9254	62.7195	96.9439	39.9894	28.3011	22.6105	38.6223	36.2242	
9012-1	9012	SCT_0290	2010_oh_9012_fruit-c.jpg	1	6.55	71.84	139.8897	75.8628	57.9446	93.0799	38.6465	28.6102	23.3896	39.2669	36.9542	
9012-2	9012	SCT_0290	2010_oh_9012_fruit-c.jpg	2	5.52	76.71	146.2216	78.3982	59.4634	96.7856	40.105	30.0469	24.4878	39.1795	38.7617	
9012-3	9012	SCT_0290	2010_oh_9012_fruit-c.jpg	3	3.9	76.72	137.8743	74.1373	57.4141	91.8679	37.9391	28.741	22.8013	38.4263	36.6872	
9012-4	9012	SCT_0290	2010_oh_9012_fruit-c.jpg	4	6.71	63.24	138.1098	77.6706	57.5429	92.0657	38.7645	26.7686	23.6479	41.458	35.7181	
9013-1	9013	SCT_0300	2010_oh_9013_fruit-c.jpg	1	83.26	0.11	143.0708	101.2631	35.3569	83.966	44.9851	13.3354	41.2107	72.0688	43.3146	
9013-2	9013	SCT_0300	2010_oh_9013_fruit-c.jpg	2	79.74	0.15	143.9853	100.527	38.8872	86.0573	44.9296	14.3828	39.74	70.1037	42.2627	
9013-3	9013	SCT_0300	2010_oh_9013_fruit-c.jpg	3	86.59	0.1	141.6819	98.7552	33.3124	82.3502	44.1457	14.075	41.2623	71.1649	43.5968	
9013-4	9013	SCT_0300	2010_oh_9013_fruit-c.jpg	4	89.81	0.05	133.9269	100.8327	37.2689	80.5628	43.8	9.2523	38.999	76.6536	40.0815	
9013-5	9013	SCT_0300	2010_oh_9013_fruit-c.jpg	5	85.85	0.15	140.1471	98.7591	35.9536	82.8709	43.9734	13.4593	39.9548	71.3833	42.1608	
9013-6	9013	SCT_0300	2010_oh_9013_fruit-c.jpg	6	94.87	0.09	132.4784	93.8583	31.3943	77.1167	41.7238	12.4946	39.4724	72.4354	41.4027	
9013-7	9013	SCT_0300	2010_oh_9013_fruit-c.jpg	7	90.1	0.08	132.8689	95.7752	33.1154	78.1143	42.2964	11.6075	39.1838	73.4991	40.8669	
9013-8	9013	SCT_0300	2010_oh_9013_fruit-c.jpg	8	80.92	0.28	136.9007	93.2372	37.2931	81.9646	42.1487	15.3766	37.5449	67.7283	40.5716	
9013-9	9013	SCT_0300	2010_oh_9013_fruit-c.jpg	9	93.16	0.07	128.04	95.2224	32.4015	75.5021	41.5949	9.4784	38.8126	76.2765	39.9532	
9014-1	9014	SCT_0293	2010_oh_9014_fruit-c.jpg	1	2.07	53.35	147.5327	81.2573	58.4447	96.9112	40.8323	28.9541	26.0865	42.0176	38.9723	
9014-2	9014	SCT_0293	2010_oh_9014_fruit-c.jpg	2	7.45	35.06	151.1441	90.0896	65.4181	101.9019	43.5006	26.0248	25.5989	44.5273	36.5047	
9014-3	9014	SCT_0293	2010_oh_9014_fruit-c.jpg	3	5.29	26.47	153.2451	92.9561	66.713	103.4901	44.4046	25.4277	26.1075	45.7557	36.444	
9014-4	9014	SCT_0293	2010_oh_9014_fruit-c.jpg	4	3.08	59.97	134.6182	73.2195	53.335	88.4352	37.099	27.5656	24.1073	41.1711	36.62	
9014-5	9014	SCT_0293	2010_oh_9014_fruit-c.jpg	5	16.61	48.05	160.7483	98.7874	74.2009	110.5597	46.9416	26.0639	25.4166	44.2796	36.4051	
9014-6	9014	SCT_0293	2010_oh_9014_fruit-c.jpg	6	14.15	50.58	159.243	94.3915	69.4166	107.6008	45.695	27.4695	26.3291	43.7856	38.0499	
9014-7	9014	SCT_0293	2010_oh_9014_fruit-c.jpg	7	7.17	61.4	164.4586	94.0509	71.9341	111.2261	46.2979	30.0847	25.9077	40.7337	39.7027	
9014-8	9014	SCT_0293	2010_oh_9014_fruit-c.jpg	8	16.86	41.93	160.3964	98.9808	73.6721	110.1472	46.9651	25.677	25.6518	44.9719	36.295	
9014-9	9014	SCT_0293	2010_oh_9014_fruit-c.jpg	9	5.04	67.99	161.0177	88.8277	68.1076	107.7485	44.64	31.3082	25.8454	39.5402	40.5978	
9015-1	9015	SCT_0294	2010_oh_9015_fruit-c.jpg	1	11.99	35.39	113.7909	65.5294	41.9806	73.2312	32.1465	21.9648	23.8266	47.3283	32.4062	
9015-2	9015	SCT_0294	2010_oh_9015_fruit-c.jpg	2	13.37	34.26	117.7889	70.0865	46.3903	77.2097	33.8611	21.384	23.5362	47.743	31.7998	
9015-3	9015	SCT_0294	2010_oh_9015_fruit-c.jpg	3	11.37	32.94	119.2531	69.3302	45.103	77.2787	33.8968	22.4079	24.3575	47.3873	33.0969	
9015-4	9015	SCT_0294	2010_oh_9015_fruit-c.jpg	4	10.06	38.93	114.6457	65.6974	43.9005	74.4911	32.3731	22.4826	23.0522	45.7167	32.2005	
9015-5	9015	SCT_0294	2010_oh_9015_fruit-c.jpg	5	11.65	36.56	134.0422	76.5362	49.5738	86.3646	37.8372	25.1417	26.8664	46.8993	36.7955	
9015-6	9015	SCT_0294	2010_oh_9015_fruit-c.jpg	6	12.18	39.92	121.6771	71.0007	47.8995	79.7287	34.692	22.7656	23.8103	46.285	32.9424	
9015-7	9015	SCT_0294	2010_oh_9015_fruit-c.jpg	7	15.77	17.58	116.734	70.1565	41.994	74.6379	33.7119	20.4858	25.6977	51.4387	32.8639	
9015-8	9015	SCT_0294	2010_oh_9015_fruit-c.jpg	8	10.35	39.1	111.3435	63.9271	42.671	72.4288	31.4465	21.8435	22.5572	45.9208	31.4001	
9015-9	9015	SCT_0294	2010_oh_9015_fruit-c.jpg	9	14.16	34.54	113.8105	68.0396	45.6313	74.8698	32.8714	20.8853	22.6745	47.3521	30.8274	
9016-1	9016	SCT_0306	2010_oh_9016_fruit-c.jpg	1	94.65	0.05	169.0933	142.2543	36.9856	96.9796	58.3319	2.0262	52.9845	87.81	53.0233	
9016-2	9016	SCT_0306	2010_oh_9016_fruit-c.jpg	2	98.2	0.09	172.478	132.3852	19.1891	90.1963	56.1169	8.6051	56.4555	81.3335	57.1075	
9016-3	9016	SCT_0306	2010_oh_9016_fruit-c.jpg	3	99.2	0.05	179.7133	146.5267	27.0413	97.296	60.5741	4.2199	58.0653	85.8433	58.2185	
9016-4	9016	SCT_0306	2010_oh_9016_fruit-c.jpg	4	96.63	0.07	172.8647	144.1033	34.7137	97.6807	59.251	2.7215	54.4887	87.1406	54.5566	
9017-1	9017	SCT_0315	2010_oh_9017_fruit-c.jpg	1	3.29	48.32	121.6478	65.466	44.1175	77.9921	33.3503	25.7207	24.27	43.3378	35.3636	
9017-2	9017	SCT_0315	2010_oh_9017_fruit-c.jpg	2	5.28	45.3	123.2318	68.0245	46.4853	79.7724	34.2326	25.1701	24.0578	43.7057	34.8182	
9017-3	9017	SCT_0315	2010_oh_9017_fruit-c.jpg	3	7.28	27.82	121.562	68.2072	41.8717	76.8844	33.9613	23.8559	26.187	47.667	35.4241	
9017-4	9017	SCT_0315	2010_oh_9017_fruit-c.jpg	4	5.94	33.92	123.9962	67.669	41.1531	77.6986	34.1804	25.2681	26.817	46.7034	36.846	
9017-5	9017	SCT_0315	2010_oh_9017_fruit-c.jpg	5	12.02	33.62	117.1531	69.0355	46.4418	76.9364	33.5864	21.6751	23.1181	46.8452	31.69	
9017-6	9017	SCT_0315	2010_oh_9017_fruit-c.jpg	6	3.36	27.09	117.7	65.408	40.8458	74.5919	32.7113	23.6674	25.1783	46.7717	34.5556	
9017-7	9017	SCT_0315	2010_oh_9017_fruit-c.jpg	7	9.52	24.31	118.0736	67.2477	40.3076	74.5241	33.1892	22.6732	26.0325	48.9455	34.5219	
9017-8	9017	SCT_0315	2010_oh_9017_fruit-c.jpg	8	14.62	22.37	123.3828	71.3029	42.169	77.8962	34.972	22.8068	27.231	50.0529	35.5201	
9017-9	9017	SCT_0315	2010_oh_9017_fruit-c.jpg	9	6.61	49.7	127.0644	66.7426	42.6017	79.8043	34.4835	27.3173	26.5251	44.157	38.0765	
9018-1	9018	SCT_0317	2010_oh_9018_fruit-c.jpg	1	7.73	34.34	126.4778	70.4559	44.1893	80.2657	35.1919	24.9875	26.6095	46.8005	36.5027	
9018-2	9018	SCT_0317	2010_oh_9018_fruit-c.jpg	2	4.85	48.39	122.8778	66.5526	44.9387	78.9512	33.782	25.6986	24.4649	43.5913	35.4817	
9018-3	9018	SCT_0317	2010_oh_9018_fruit-c.jpg	3	7.63	31.11	125.3642	68.6642	41.4255	78.4699	34.6052	25.2962	27.3462	47.23	37.252	
9018-4	9018	SCT_0317	2010_oh_9018_fruit-c.jpg	4	11.77	27.65	123.8131	69.9708	42.56	78.2496	34.7285	23.8767	26.8566	48.3615	35.9356	
9018-5	9018	SCT_0317	2010_oh_9018_fruit-c.jpg	5	9.79	33.97	123.4421	67.9512	42.2699	77.945	34.1807	24.8889	26.3869	46.6733	36.2729	
9018-6	9018	SCT_0317	2010_oh_9018_fruit-c.jpg	6	19.71	16.68	138.3737	83.0885	48.8689	88.0626	39.9841	23.2157	29.8416	52.1184	37.8086	
9018-7	9018	SCT_0317	2010_oh_9018_fruit-c.jpg	7	4.96	35.54	127.091	69.3819	45.3519	81.1028	35.0994	25.978	25.8831	44.8952	36.6714	
9018-8	9018	SCT_0317	2010_oh_9018_fruit-c.jpg	8	8.15	40.29	130.0517	70.4795	44.6773	82.1696	35.7828	26.6221	27.1351	45.5467	38.0138	
9018-9	9018	SCT_0317	2010_oh_9018_fruit-c.jpg	9	4.95	23.43	131.905	72.098	43.8504	82.678	36.3909	26.3939	28.3193	47.0154	38.7121	
9019-1	9019	SCT_0318	2010_oh_9019_fruit-c.jpg	1	7.54	31.27	128.9835	73.1551	47.1349	82.8477	36.1721	24.6616	26.2331	46.7685	36.0051	
9019-2	9019	SCT_0318	2010_oh_9019_fruit-c.jpg	2	13.72	18.27	132.6461	78.2834	49.538	85.7305	37.9195	23.429	27.1156	49.1716	35.8353	
