	Tomato Analyzer - Latitudinal Shape - Individual Data						
	Plot #	image files	Fruit	  Lobedness Degree	  Pericarp Area	  Pericarp Thickness	comment
unique#	Plot #	image files	Fruit	SP:0000103	SP:0000095	SP:0000372	
8517-3	8517	2009_oh_8517_fruit-c.jpg	3	3.1376	0.4488	0.2513	
8517-4	8517	2009_oh_8517_fruit-c.jpg	4	1.1574	0.4479	0.2548	
8517-5	8517	2009_oh_8517_fruit-c.jpg	5	0.9214	0.4495	0.2563	
8517-6	8517	2009_oh_8517_fruit-c.jpg	6	3.5683	0.3953	0.2368	
8517-7	8517	2009_oh_8517_fruit-c.jpg	7	1.1953	0.4481	0.2583	
8517-8	8517	2009_oh_8517_fruit-c.jpg	8	0.9096	0.4503	0.2594	
8517-9	8517	2009_oh_8517_fruit-c.jpg	9	0.7838	0.451	0.263	
8518-1	8518	2009_oh_8518_fruit-c.jpg	1	0.9533	0.4454	0.2559	
8518-2	8518	2009_oh_8518_fruit-c.jpg	2	0.914	0.4495	0.2563	
8518-3	8518	2009_oh_8518_fruit-c.jpg	3	0.532	0.4498	0.2565	
8518-4	8518	2009_oh_8518_fruit-c.jpg	4	1.0112	0.4501	0.2578	
8518-5	8518	2009_oh_8518_fruit-c.jpg	5	0.8631	0.4502	0.2554	
8518-6	8518	2009_oh_8518_fruit-c.jpg	6	0.8443	0.4493	0.2556	
8518-7	8518	2009_oh_8518_fruit-c.jpg	7	1.3226	0.4475	0.2568	
8518-8	8518	2009_oh_8518_fruit-c.jpg	8	0.9621	0.4498	0.2601	
8518-9	8518	2009_oh_8518_fruit-c.jpg	9	1.1825	0.4423	0.2574	
8519-1	8519	2009_oh_8519_fruit-c.jpg	1	2.8627	0.4479	0.2544	
8519-2	8519	2009_oh_8519_fruit-c.jpg	2	1.0478	0.4425	0.2536	
8519-3	8519	2009_oh_8519_fruit-c.jpg	3	1.4338	0.4351	0.2563	
8519-4	8519	2009_oh_8519_fruit-c.jpg	4	1.0044	0.443	0.2577	
8519-5	8519	2009_oh_8519_fruit-c.jpg	5	1.2258	0.4502	0.2566	
8519-6	8519	2009_oh_8519_fruit-c.jpg	6	0.9727	0.4476	0.2591	
8519-7	8519	2009_oh_8519_fruit-c.jpg	7	1.3679	0.4216	0.2448	
8519-8	8519	2009_oh_8519_fruit-c.jpg	8	0.7914	0.4471	0.2581	
8519-9	8519	2009_oh_8519_fruit-c.jpg	9	1.318	0.4415	0.2589	
8520-1	8520	2009_oh_8520_fruit-c.jpg	1	0.7726	0.4476	0.2558	
8520-2	8520	2009_oh_8520_fruit-c.jpg	2	1.437	0.4459	0.2571	
8520-3	8520	2009_oh_8520_fruit-c.jpg	3	1.1481	0.4487	0.2574	
8520-4	8520	2009_oh_8520_fruit-c.jpg	4	1.0889	0.449	0.2552	
8520-5	8520	2009_oh_8520_fruit-c.jpg	5	0.9608	0.4497	0.2513	
8520-6	8520	2009_oh_8520_fruit-c.jpg	6	1.8301	0.4499	0.2541	
8520-7	8520	2009_oh_8520_fruit-c.jpg	7	1.2039	0.4353	0.2471	
8520-8	8520	2009_oh_8520_fruit-c.jpg	8	2.0528	0.3969	0.2185	
8520-9	8520	2009_oh_8520_fruit-c.jpg	9	1.6981	0.4492	0.2545	
8521-1	8521	2009_oh_8521_fruit-c.jpg	1	0.5177	0.4485	0.2538	
8521-2	8521	2009_oh_8521_fruit-c.jpg	2	0.6375	0.4466	0.2579	
8521-3	8521	2009_oh_8521_fruit-c.jpg	3	0.5012	0.4498	0.2554	
8521-4	8521	2009_oh_8521_fruit-c.jpg	4	0.6061	0.4461	0.2568	
8521-5	8521	2009_oh_8521_fruit-c.jpg	5	1.3457	0.4461	0.2571	
8521-6	8521	2009_oh_8521_fruit-c.jpg	6	1.9088	0.4494	0.2528	
8521-7	8521	2009_oh_8521_fruit-c.jpg	7	1.7481	0.4504	0.2529	
8521-8	8521	2009_oh_8521_fruit-c.jpg	8	1.1911	0.3981	0.2212	
8521-9	8521	2009_oh_8521_fruit-c.jpg	9	0.972	0.4491	0.2593	
8522-1	8522	2009_oh_8522_fruit-c.jpg	1	1.2855	0.4099	0.2341	
8522-2	8522	2009_oh_8522_fruit-c.jpg	2	0.8999	0.449	0.2562	
8522-3	8522	2009_oh_8522_fruit-c.jpg	3	0.8731	0.4484	0.2594	
8522-4	8522	2009_oh_8522_fruit-c.jpg	4	0.9721	0.4498	0.2551	
8522-5	8522	2009_oh_8522_fruit-c.jpg	5	0.9778	0.4558	0.2618	
8522-6	8522	2009_oh_8522_fruit-c.jpg	6	1.0279	0.4406	0.25	
8522-7	8522	2009_oh_8522_fruit-c.jpg	7	1.5307	0.4502	0.2595	
8522-8	8522	2009_oh_8522_fruit-c.jpg	8	1.2261	0.4504	0.2553	
8522-9	8522	2009_oh_8522_fruit-c.jpg	9	1.0377	0.4457	0.254	
