	Tomato Analyzer - Shape Individual Data																																					
	Plot #	image files	Fruit	Perimeter (cm)	  Area  (cm2)	  Width Mid-height  (cm)	  Maximum Width (cm)	  Height Mid-width (cm)	  Maximum Height (cm)	  Fruit Shape Index External.1	  Fruit Shape Index External.2	  Proximal Fruit Blockiness (20%)	  Distal Fruit Blockiness (80%)	  Fruit Shape Triangle	  Ellipsoid	  Circular	  Rectangular	  Heart Shape	  Shoulder Height	  Proximal Angle Micro (2%)	  Proximal Angle Macro (20%)	  Proximal Indentation Area (cm2)	  Distal Angle Micro (2%)	  Distal Angle Macro (20%)	  Distal Indentation Area (cm2)	  Distal End Protrusion	  Obovoid	  Ovoid	  V. Asymmetry	  H. Asymmetry.ob	  H. Asymmetry.ov	  Width Widest Pos	  Eccentricity	  Proximal Eccentricity	  Distal Eccentricity	  Fruit Shape Index Internal	  Eccentricity Area Index	comment
unique#	Plot #	image files	Fruit	SP:0000087	SP:0000085	SP:0000133	SP:0000134	SP:0000135	SP:0000136	SP:0000040	SP:0000046	SP:0000139	SP:0000145	SP:0000049	SP:0000067	SP:0000050	SP:0000068	SP:0000062	SP:0000154	SP:0000369	SP:0000370	SP:0000079	SP:0000155	SP:0000160	SP:0000076	SP:0000077	SP:0000059	SP:0000060	SP:0000066	SP:0000161	SP:0000162	SP:0000384	SP:0000058	SP:0000064	SP:0000063	SP:0000048	SP:0000164	
8510-6	8510	2009_oh_8510_fruit-t.jpg	6	15.4708	15.9038	4.2926	4.2926	4.3942	4.6228	1.0769	1.0237	0.8639	0.8225	1.0504	0.9567	0.9773	0.5452	0.8462	0.0358	224.994	106.3995	0.0754	157.2	101	0.0016	0	0	0.117	1.1768	0	1.9702	0.4949	0.7956	0.9412	0.8834	1.0746	0.3852	
8510-7	8510	2009_oh_8510_fruit-t.jpg	7	13.8967	13.5264	4.191	4.2418	3.9878	4.191	0.988	0.9515	0.8364	0.7576	1.104	0.9153	0.981	0.4471	1.079	0.0475	206.7729	125.6104	0.0371	173.3054	106.0091	0	0	0	0.1153	5.2988	0	5.241	0.4909	0.7561	0.8921	0.8794	0.9538	0.3961	
8510-8	8510	2009_oh_8510_fruit-t.jpg	8	13.81	13.3522	4.1148	4.1148	3.8862	4.0894	0.9938	0.9444	0.8457	0.7716	1.096	0.9769	0.9952	0.5112	0.802	0.0335	218.7951	106.2716	0.0494	175.6179	113.4533	0	0	0	0.1312	0.9125	0	2.1615	0.472	0.75	0.8889	0.8759	0.9375	0.4171	
8510-9	8510	2009_oh_8510_fruit-t.jpg	9	13.9588	13.2387	3.9624	4.0132	3.9878	4.1656	1.038	1.0064	0.9103	0.7756	1.1736	0.9516	0.981	0.5312	0.9678	0.0413	218.1477	110.0215	0.0754	175.4268	90.7989	0	0	0	0.1689	0.5153	0	3.3057	0.4451	0.7607	0.8921	0.8794	1	0.4115	
8511-1	8511	2009_oh_8511_fruit-t.jpg	1	18.6638	22.1451	4.953	5.0292	5.2578	5.5372	1.101	1.0615	0.8974	0.7538	1.1905	0.9382	0.9678	0.5076	0.6325	0.0243	223.6012	110.2723	0.0461	170.4	81.3	0.0006	0	0	0.1855	2.4516	0	6.0254	0.4402	0.7465	0.895	0.8663	1.0658	0.4366	
8511-2	8511	2009_oh_8511_fruit-t.jpg	2	17.1885	20.3709	4.7244	4.7752	5.0292	5.2324	1.0957	1.0645	0.914	0.7849	1.1644	0.9296	0.9624	0.5229	1.0663	0.0461	215.5883	109.8974	0.0678	176.3113	89.0263	0	0	0	0.1801	3.2244	0	4.9626	0.432	0.7707	0.8927	0.8876	1.0676	0.4183	
8511-3	8511	2009_oh_8511_fruit-t.jpg	3	17.6914	21.4754	5.0292	5.0546	5.0546	5.2578	1.0402	1.0051	0.8434	0.8283	1.0183	0.97	0.9827	0.5139	0.123	0	161.0431	112.5725	0	169.3642	110.1262	0	0	0	0.0919	2.6553	0	2.5404	0.4953	0.767	0.8927	0.8827	1.0128	0.4184	
8511-4	8511	2009_oh_8511_fruit-t.jpg	4	19.3096	22.6477	5.207	5.2578	5.2324	5.4102	1.029	1.0049	0.8195	0.8244	0.9941	0.9569	0.9812	0.5039	0	0.0142	195.2969	102.4999	0.0311	176.9177	103.9961	0	0	0.0901	0	3.8349	3.8689	0	0.4854	0.7547	0.8649	0.884	1.0127	0.4344	
8511-5	8511	2009_oh_8511_fruit-t.jpg	5	17.2342	19.7096	4.6736	4.699	4.8768	5.1308	1.0919	1.0435	0.875	0.8152	1.0733	0.9678	0.9716	0.551	0.5457	0.0206	220.1043	102.62	0.0429	176.3141	96.7358	0	0	0	0.136	1.8806	0	2.1793	0.4698	0.7861	0.924	0.8876	1.0822	0.407	
8511-6	8511	2009_oh_8511_fruit-t.jpg	6	17.0361	19.7329	4.699	4.7498	5.0038	5.1816	1.0909	1.0649	0.8378	0.8108	1.0333	0.9638	0.9703	0.502	0.6397	0.0252	211.2655	97.2736	0.0207	174.3696	97.3097	0.0013	0	0	0.1413	3.2118	0	3.5376	0.4558	0.7783	0.8977	0.8876	1.0822	0.4077	
