Plot	SCT#	Year	Location	Location2	Replicate	Donor number/Variety Name:
8617	SCT_0098	2009	Fremont	Ohio	1	OH08-7439
8746	SCT_0098	2009	Fremont	Ohio	2	OH08-7439
8608	SCT_0099	2009	Fremont	Ohio	1	OH08-7454
8683	SCT_0099	2009	Fremont	Ohio	2	OH08-7454
8539	SCT_0100	2009	Fremont	Ohio	1	OH08-7457
8716	SCT_0100	2009	Fremont	Ohio	2	OH08-7457
8540	SCT_0101	2009	Fremont	Ohio	1	OH08-7458
8662	SCT_0101	2009	Fremont	Ohio	2	OH08-7458
8615	SCT_0102	2009	Fremont	Ohio	1	OH08-7459
8682	SCT_0102	2009	Fremont	Ohio	2	OH08-7459
8635	SCT_0103	2009	Fremont	Ohio	1	OH08-7460
8730	SCT_0103	2009	Fremont	Ohio	2	OH08-7460
8562	SCT_0104	2009	Fremont	Ohio	1	OH08-7466
8704	SCT_0104	2009	Fremont	Ohio	2	OH08-7466
8582	SCT_0105	2009	Fremont	Ohio	1	OH08-7469
8745	SCT_0105	2009	Fremont	Ohio	2	OH08-7469
8534	SCT_0106	2009	Fremont	Ohio	1	OH08-7470
8725	SCT_0106	2009	Fremont	Ohio	2	OH08-7470
8623	SCT_0107	2009	Fremont	Ohio	1	OH2641
8706	SCT_0107	2009	Fremont	Ohio	2	OH2641
8537	SCT_0108	2009	Fremont	Ohio	1	OH3614
8764	SCT_0108	2009	Fremont	Ohio	2	OH3614
8558	SCT_0109	2009	Fremont	Ohio	1	OH5-8127
8762	SCT_0109	2009	Fremont	Ohio	2	OH5-8127
8629	SCT_0110	2009	Fremont	Ohio	1	OH5-8157
8712	SCT_0110	2009	Fremont	Ohio	2	OH5-8157
8544	SCT_0111	2009	Fremont	Ohio	1	OH5-8164
8696	SCT_0111	2009	Fremont	Ohio	2	OH5-8164
8625	SCT_0112	2009	Fremont	Ohio	1	OH7814
8768	SCT_0112	2009	Fremont	Ohio	2	OH7814
8597	SCT_0113	2009	Fremont	Ohio	1	OH7870
8708	SCT_0113	2009	Fremont	Ohio	2	OH7870
8639	SCT_0114	2009	Fremont	Ohio	1	OH7983
8687	SCT_0114	2009	Fremont	Ohio	2	OH7983
8599	SCT_0115	2009	Fremont	Ohio	1	OH8243
8757	SCT_0115	2009	Fremont	Ohio	2	OH8243
8519	SCT_0116	2009	Fremont	Ohio	1	OH8245
8664	SCT_0116	2009	Fremont	Ohio	2	OH8245
8512	SCT_0117	2009	Fremont	Ohio	1	OH832
8755	SCT_0117	2009	Fremont	Ohio	2	OH832
8568	SCT_0118	2009	Fremont	Ohio	1	OH8446
8652	SCT_0118	2009	Fremont	Ohio	2	OH8446
8593	SCT_0119	2009	Fremont	Ohio	1	OH8556
8694	SCT_0119	2009	Fremont	Ohio	2	OH8556
8555	SCT_0120	2009	Fremont	Ohio	1	OH86120
8678	SCT_0120	2009	Fremont	Ohio	2	OH86120
8589	SCT_0121	2009	Fremont	Ohio	1	OH8614-1
8719	SCT_0121	2009	Fremont	Ohio	2	OH8614-1
8530	SCT_0122	2009	Fremont	Ohio	1	OH87160
8741	SCT_0122	2009	Fremont	Ohio	2	OH87160
8628	SCT_0123	2009	Fremont	Ohio	1	OH88119
8659	SCT_0123	2009	Fremont	Ohio	2	OH88119
8529	SCT_0124	2009	Fremont	Ohio	1	OH9241
8772	SCT_0124	2009	Fremont	Ohio	2	OH9241
8533	SCT_0125	2009	Fremont	Ohio	1	OH9242
8648	SCT_0125	2009	Fremont	Ohio	2	OH9242
8574	SCT_0126	2009	Fremont	Ohio	1	OH981049
8649	SCT_0126	2009	Fremont	Ohio	2	OH981049
8586	SCT_0127	2009	Fremont	Ohio	1	OH981067
8681	SCT_0127	2009	Fremont	Ohio	2	OH981067
8602	SCT_0128	2009	Fremont	Ohio	1	OH981136
8766	SCT_0128	2009	Fremont	Ohio	2	OH981136
8627	SCT_0129	2009	Fremont	Ohio	1	OH981205
8703	SCT_0129	2009	Fremont	Ohio	2	OH981205
8538	SCT_0130	2009	Fremont	Ohio	1	OH987034
8787	SCT_0130	2009	Fremont	Ohio	2	OH987034
3836	SCT_0131	2009	Fremont	Ohio	1	Oroma
3872	SCT_0131	2009	Fremont	Ohio	2	Oroma
8606	SCT_0132	2009	Fremont	Ohio	1	Pearson
8699	SCT_0132	2009	Fremont	Ohio	2	Pearson
8621	SCT_0133	2009	Fremont	Ohio	1	Peto95-43
8779	SCT_0133	2009	Fremont	Ohio	2	Peto95-43
8641	SCT_0134	2009	Fremont	Ohio	1	R001
8780	SCT_0134	2009	Fremont	Ohio	2	R001
8506	SCT_0135	2009	Fremont	Ohio	1	R9812
8707	SCT_0135	2009	Fremont	Ohio	2	R9812
8585	SCT_0136	2009	Fremont	Ohio	1	R996
8689	SCT_0136	2009	Fremont	Ohio	2	R996
8513	SCT_0137	2009	Fremont	Ohio	1	R997
8752	SCT_0137	2009	Fremont	Ohio	2	R997
3801	SCT_0138	2009	Fremont	Ohio	1	Saucy
3856	SCT_0138	2009	Fremont	Ohio	2	Saucy
8588	SCT_0139	2009	Fremont	Ohio	1	Sun1642
8653	SCT_0139	2009	Fremont	Ohio	2	Sun1642
8527	SCT_0140	2009	Fremont	Ohio	1	UC-204B
8660	SCT_0140	2009	Fremont	Ohio	2	UC-204B
8536	SCT_0141	2009	Fremont	Ohio	1	UC-82
8657	SCT_0141	2009	Fremont	Ohio	2	UC-82
8531	SCT_0142	2009	Fremont	Ohio	1	Unilever265
8675	SCT_0142	2009	Fremont	Ohio	2	Unilever265
8507	SCT_0478	2009	Fremont	Ohio	1	PS696
8548	SCT_0478	2009	Fremont	Ohio	2	PS696
8587	SCT_0478	2009	Fremont	Ohio	3	PS696
8612	SCT_0478	2009	Fremont	Ohio	4	PS696
8651	SCT_0478	2009	Fremont	Ohio	5	PS696
8692	SCT_0478	2009	Fremont	Ohio	6	PS696
8731	SCT_0478	2009	Fremont	Ohio	7	PS696
8756	SCT_0478	2009	Fremont	Ohio	8	PS696
