	Tomato Analyzer - Color Data														
	Plot #	Plot File Name	Fruit No.	Parameter 1  (% surface w/ Hue 70-100)	Parameter 2  (% surface w/ Hue 0-50)	Avg. Red	Avg. Green	Avg. Blue	Avg. Luminosity	Avg. L	Avg. a	Avg. b	 Avg. Hue	Avg. Chroma	comment
unique#	Plot #	Plot File Name	Fruit	SP:0000351	SP:0000350	SP:0000352	SP:0000355	SP:0000356	SP:0000360	SP:0000357	SP:0000358	SP:0000359	SP:0000361	SP:0000362	
8914-9	8914	2009_oh_8914_fruit-c.jpg	9	22.9281	31.9315	116.671	72.7875	49.3466	78.1121	35.348	13.7789	23.5355	59.1746	28.1474	color data not normalized to color checker
8915-1	8915	2009_oh_8915_fruit-c.jpg	1	5.9748	44.5192	149.794	91.8266	70.1454	103.497	44.8699	18.5434	24.7429	52.9708	31.3638	color data not normalized to color checker
8915-2	8915	2009_oh_8915_fruit-c.jpg	2	6.59279	50.1847	153.722	98.0126	78.5253	109.287	47.017	17.4798	22.9565	52.593	29.3355	color data not normalized to color checker
8915-3	8915	2009_oh_8915_fruit-c.jpg	3	6.27333	55.1399	148.297	89.8768	69.6939	102.583	44.1875	19.0229	24.1459	51.8649	31.253	color data not normalized to color checker
8915-4	8915	2009_oh_8915_fruit-c.jpg	4	3.884	44.6012	144.62	93.2657	76.1343	103.883	44.6153	16.1722	20.9047	52.2358	26.7136	color data not normalized to color checker
8915-5	8915	2009_oh_8915_fruit-c.jpg	5	2.98892	76.0441	144.58	79.47	61.4023	96.9326	41.1312	22.6214	24.7168	47.5093	33.8646	color data not normalized to color checker
8916-1	8916	2009_oh_8916_fruit-c.jpg	1	12.5408	51.0036	139.65	83.7587	61.6949	94.7464	41.4368	18.1792	24.8815	54.0892	31.477	color data not normalized to color checker
8916-2	8916	2009_oh_8916_fruit-c.jpg	2	5.99163	61.5155	140.164	83.7733	65.8789	96.9578	41.5667	18.8159	22.6656	50.3652	29.9909	color data not normalized to color checker
8916-3	8916	2009_oh_8916_fruit-c.jpg	3	6.04982	55.0473	142.242	85.1203	65.5043	97.7506	42.1996	18.8596	23.7631	52.1252	30.8076	color data not normalized to color checker
8916-4	8916	2009_oh_8916_fruit-c.jpg	4	5.25846	57.5479	142.29	83.7703	64.2108	97.171	41.8393	19.5475	24.0709	51.2585	31.4578	color data not normalized to color checker
8916-5	8916	2009_oh_8916_fruit-c.jpg	5	9.89857	20.7754	144.635	94.049	71.7689	101.796	44.7667	15.3302	23.5953	57.8451	28.5944	color data not normalized to color checker
8916-6	8916	2009_oh_8916_fruit-c.jpg	6	10.4524	54.2081	142.482	83.2574	61.3701	95.9277	41.7673	19.6016	25.5013	52.6959	32.8646	color data not normalized to color checker
8916-7	8916	2009_oh_8916_fruit-c.jpg	7	20.0264	9.14682	152.142	101.438	72.2017	105.573	47.5889	14.2011	27.0768	61.7068	31.1434	color data not normalized to color checker
8916-8	8916	2009_oh_8916_fruit-c.jpg	8	10.5436	55.89	138.894	83.4259	63.5581	95.266	41.3052	18.2562	23.6024	52.4646	30.4479	color data not normalized to color checker
8916-9	8916	2009_oh_8916_fruit-c.jpg	9	0.905888	81.4192	116.36	61.2486	48.1238	77.3861	32.4931	20.3382	20.6591	45.7012	29.2088	color data not normalized to color checker
8917-1	8917	2009_oh_8917_fruit-c.jpg	1	30.6346	31.7209	110.332	67.2487	42.2976	71.8156	33.0869	13.5836	24.454	62.0345	29.2439	color data not normalized to color checker
8917-2	8917	2009_oh_8917_fruit-c.jpg	2	54.5025	12.6359	119.472	83.0207	45.7581	77.7508	38.4213	8.31927	29.2274	74.0234	31.9298	color data not normalized to color checker
8917-3	8917	2009_oh_8917_fruit-c.jpg	3	6.30842	43.3406	114.992	63.1607	42.7854	74.2429	32.7046	18.1535	23.87	54.8035	30.6489	color data not normalized to color checker
8917-4	8917	2009_oh_8917_fruit-c.jpg	4	39.9636	20.1037	119.725	78.2553	47.2412	78.5712	37.2466	11.4228	26.9805	67.1036	30.6321	color data not normalized to color checker
8917-5	8917	2009_oh_8917_fruit-c.jpg	5	5.5637	50.8546	123.44	66.3857	45.598	79.5203	34.7523	20.0716	25.0435	51.21	32.6472	color data not normalized to color checker
8917-6	8917	2009_oh_8917_fruit-c.jpg	6	39.5971	15.727	114.805	77.6053	48.1062	76.6621	36.3911	9.73969	25.3317	68.7826	28.4199	color data not normalized to color checker
8917-7	8917	2009_oh_8917_fruit-c.jpg	7	36.4198	20.431	117.481	75.4849	45.5775	76.6723	36.1595	12.2	26.5314	65.3473	30.3201	color data not normalized to color checker
8917-8	8917	2009_oh_8917_fruit-c.jpg	8	44.0255	9.62026	118.897	82.2868	50.7942	79.8513	38.1658	9.01264	26.0728	69.8163	28.6676	color data not normalized to color checker
8917-9	8917	2009_oh_8917_fruit-c.jpg	9	51.7889	6.37383	104.286	79.2669	44.8838	70.2087	35.5582	3.7227	25.8263	81.1222	27.5099	color data not normalized to color checker
8917-10	8917	2009_oh_8917_fruit-c.jpg	10	42.9174	12.9418	117.336	80.7241	48.0423	77.8244	37.5488	9.00275	26.7993	70.6215	29.6235	color data not normalized to color checker
8917-11	8917	2009_oh_8917_fruit-c.jpg	11	50.1468	18.3022	109.765	78.1742	49.7852	75.0757	36.0061	7.3612	23.7658	71.8079	26.3194	color data not normalized to color checker
